phase,t_s,wind_est_north,wind_est_east,accel_n_m_s2,accel_e_m_s2,actual_north_m,actual_east_m,pos_error_m,roll_deg,pitch_deg
correction_on,0.15,0.00,0.00,0.000,0.000,-29.238,149.534,0.108,0.48,-0.34
correction_on,0.20,0.00,0.00,0.000,0.000,-29.242,149.523,0.116,0.39,-0.46
correction_on,0.25,0.00,0.00,0.000,0.000,-29.244,149.519,0.119,0.31,-0.55
correction_on,0.30,0.00,0.00,0.000,0.000,-29.248,149.512,0.125,0.23,-0.62
correction_on,0.35,0.00,0.00,0.000,0.000,-29.250,149.509,0.128,0.18,-0.65
correction_on,0.40,0.00,0.00,0.000,0.000,-29.253,149.504,0.132,0.13,-0.65
correction_on,0.45,0.89,1.50,-0.134,-0.225,-29.254,149.503,0.133,0.10,-0.61
correction_on,0.50,0.89,1.56,-0.134,-0.233,-29.257,149.501,0.134,0.09,-0.54
correction_on,0.55,0.90,1.62,-0.135,-0.244,-29.258,149.501,0.134,0.10,-0.43
correction_on,0.60,0.91,1.73,-0.137,-0.259,-29.260,149.504,0.131,0.18,-0.17
correction_on,0.65,0.94,1.84,-0.141,-0.277,-29.261,149.506,0.129,0.32,0.18
correction_on,0.70,0.98,2.01,-0.147,-0.301,-29.263,149.512,0.122,0.51,0.59
correction_on,0.75,1.07,2.19,-0.160,-0.328,-29.263,149.515,0.119,0.69,0.96
correction_on,0.80,1.20,2.40,-0.181,-0.360,-29.264,149.525,0.109,0.85,1.35
correction_on,0.85,1.36,2.60,-0.204,-0.389,-29.264,149.530,0.104,0.99,1.70
correction_on,0.90,1.54,2.80,-0.232,-0.419,-29.264,149.541,0.093,1.13,2.06
correction_on,0.95,1.73,2.98,-0.260,-0.448,-29.264,149.547,0.087,1.25,2.40
correction_on,1.00,1.93,3.18,-0.290,-0.477,-29.265,149.561,0.073,1.38,2.76
correction_on,1.05,2.12,3.36,-0.318,-0.504,-29.265,149.568,0.067,1.51,3.08
correction_on,1.10,2.30,3.54,-0.346,-0.531,-29.265,149.581,0.054,1.66,3.43
correction_on,1.15,2.47,3.70,-0.370,-0.554,-29.266,149.587,0.048,1.81,3.73
correction_on,1.20,2.62,3.85,-0.392,-0.577,-29.266,149.601,0.035,1.98,4.04
correction_on,1.25,2.74,3.98,-0.411,-0.596,-29.267,149.607,0.029,2.14,4.31
correction_on,1.30,2.85,4.10,-0.428,-0.615,-29.268,149.618,0.019,2.31,4.59
correction_on,1.35,2.94,4.20,-0.442,-0.631,-29.268,149.624,0.015,2.45,4.81
correction_on,1.40,3.03,4.30,-0.454,-0.645,-29.269,149.635,0.012,2.60,5.03
correction_on,1.45,3.10,4.39,-0.464,-0.658,-29.270,149.640,0.013,2.72,5.21
correction_on,1.50,3.17,4.47,-0.475,-0.671,-29.270,149.649,0.019,2.83,5.38
correction_on,1.55,3.24,4.56,-0.486,-0.685,-29.271,149.652,0.022,2.91,5.50
correction_on,1.60,3.31,4.65,-0.497,-0.698,-29.272,149.659,0.028,2.98,5.61
correction_on,1.65,3.38,4.75,-0.508,-0.713,-29.273,149.662,0.030,3.04,5.69
correction_on,1.70,3.46,4.85,-0.519,-0.727,-29.274,149.665,0.033,3.08,5.75
correction_on,1.75,3.53,4.95,-0.529,-0.743,-29.275,149.666,0.034,3.11,5.79
correction_on,1.80,3.58,5.05,-0.537,-0.758,-29.278,149.667,0.034,3.14,5.81
correction_on,1.85,3.62,5.16,-0.544,-0.773,-29.280,149.667,0.034,3.16,5.82
correction_on,1.90,3.66,5.25,-0.549,-0.788,-29.283,149.665,0.033,3.17,5.81
correction_on,1.95,3.69,5.36,-0.554,-0.804,-29.284,149.664,0.032,3.18,5.79
correction_on,2.00,3.73,5.45,-0.559,-0.817,-29.288,149.660,0.028,3.18,5.76
correction_on,2.05,3.75,5.53,-0.563,-0.829,-29.289,149.658,0.027,3.17,5.73
correction_on,2.10,3.77,5.60,-0.565,-0.839,-29.292,149.653,0.023,3.17,5.69
correction_on,2.15,3.76,5.67,-0.565,-0.850,-29.293,149.650,0.021,3.16,5.65
correction_on,2.20,3.75,5.72,-0.563,-0.859,-29.295,149.643,0.018,3.15,5.59
correction_on,2.25,3.74,5.79,-0.561,-0.868,-29.296,149.640,0.017,3.14,5.54
correction_on,2.30,3.72,5.84,-0.558,-0.876,-29.297,149.632,0.017,3.13,5.47
correction_on,2.35,3.71,5.90,-0.556,-0.885,-29.298,149.628,0.019,3.12,5.41
correction_on,2.40,3.69,5.95,-0.554,-0.892,-29.300,149.618,0.025,3.11,5.33
correction_on,2.45,3.69,6.00,-0.554,-0.900,-29.300,149.613,0.028,3.10,5.25
correction_on,2.50,3.69,6.04,-0.553,-0.906,-29.301,149.603,0.036,3.09,5.17
correction_on,2.55,3.69,6.09,-0.554,-0.913,-29.302,149.598,0.041,3.08,5.09
correction_on,2.60,3.70,6.12,-0.555,-0.918,-29.302,149.587,0.051,3.07,5.00
correction_on,2.65,3.72,6.16,-0.558,-0.924,-29.302,149.582,0.056,3.06,4.92
correction_on,2.70,3.74,6.19,-0.561,-0.929,-29.302,149.572,0.065,3.07,4.84
correction_on,2.75,3.77,6.22,-0.565,-0.934,-29.302,149.567,0.070,3.08,4.76
correction_on,2.80,3.80,6.25,-0.570,-0.938,-29.301,149.556,0.080,3.09,4.68
correction_on,2.85,3.84,6.29,-0.576,-0.943,-29.301,149.551,0.085,3.12,4.61
correction_on,2.90,3.88,6.32,-0.582,-0.948,-29.300,149.542,0.094,3.15,4.54
correction_on,2.95,3.93,6.35,-0.589,-0.953,-29.300,149.537,0.098,3.19,4.48
correction_on,3.00,3.97,6.39,-0.595,-0.958,-29.299,149.528,0.107,3.23,4.42
correction_on,3.05,4.01,6.42,-0.601,-0.963,-29.299,149.524,0.110,3.28,4.38
correction_on,3.10,4.05,6.45,-0.607,-0.968,-29.298,149.517,0.118,3.33,4.34
correction_on,3.15,4.09,6.48,-0.613,-0.973,-29.298,149.513,0.121,3.37,4.31
correction_on,3.20,4.12,6.52,-0.618,-0.978,-29.297,149.506,0.128,3.42,4.29
correction_on,3.25,4.15,6.55,-0.622,-0.982,-29.296,149.504,0.130,3.47,4.27
correction_on,3.30,4.18,6.58,-0.627,-0.987,-29.296,149.499,0.135,3.52,4.26
correction_on,3.35,4.20,6.61,-0.630,-0.992,-29.295,149.497,0.137,3.56,4.26
correction_on,3.40,4.22,6.64,-0.633,-0.996,-29.294,149.492,0.141,3.61,4.27
correction_on,3.45,4.24,6.67,-0.636,-1.000,-29.294,149.491,0.143,3.64,4.29
correction_on,3.50,4.25,6.70,-0.638,-1.005,-29.294,149.488,0.146,3.68,4.31
correction_on,3.55,4.26,6.72,-0.639,-1.008,-29.293,149.486,0.148,3.70,4.34
correction_on,3.60,4.26,6.74,-0.639,-1.011,-29.293,149.482,0.151,3.72,4.36
correction_on,3.65,4.26,6.76,-0.640,-1.014,-29.292,149.481,0.153,3.74,4.39
correction_on,3.70,4.26,6.78,-0.640,-1.017,-29.292,149.478,0.155,3.75,4.42
correction_on,3.75,4.26,6.79,-0.640,-1.019,-29.292,149.477,0.157,3.75,4.44
correction_on,3.80,4.26,6.81,-0.640,-1.021,-29.292,149.474,0.160,3.75,4.46
correction_on,3.85,4.27,6.82,-0.640,-1.023,-29.292,149.472,0.161,3.74,4.48
correction_on,3.90,4.27,6.83,-0.640,-1.024,-29.293,149.469,0.164,3.74,4.49
correction_on,3.95,4.27,6.84,-0.641,-1.025,-29.293,149.468,0.165,3.72,4.50
correction_on,4.00,4.28,6.84,-0.641,-1.026,-29.294,149.465,0.169,3.71,4.51
correction_on,4.05,4.29,6.85,-0.643,-1.027,-29.295,149.463,0.170,3.69,4.51
correction_on,4.10,4.30,6.86,-0.645,-1.028,-29.296,149.460,0.173,3.68,4.51
correction_on,4.15,4.31,6.86,-0.647,-1.029,-29.297,149.458,0.175,3.66,4.50
correction_on,4.20,4.33,6.87,-0.650,-1.030,-29.299,149.455,0.179,3.64,4.49
correction_on,4.25,4.35,6.87,-0.653,-1.030,-29.300,149.453,0.181,3.62,4.48
correction_on,4.30,4.37,6.87,-0.656,-1.031,-29.301,149.449,0.185,3.60,4.47
correction_on,4.35,4.40,6.88,-0.660,-1.031,-29.302,149.448,0.187,3.59,4.45
correction_on,4.40,4.43,6.88,-0.664,-1.032,-29.303,149.444,0.191,3.58,4.43
correction_on,4.45,4.46,6.88,-0.669,-1.033,-29.304,149.442,0.192,3.58,4.41
correction_on,4.50,4.49,6.89,-0.674,-1.033,-29.305,149.439,0.195,3.58,4.39
correction_on,4.55,4.53,6.89,-0.679,-1.034,-29.306,149.438,0.196,3.58,4.37
correction_on,4.60,4.56,6.90,-0.684,-1.035,-29.309,149.436,0.199,3.59,4.35
correction_on,4.65,4.60,6.91,-0.690,-1.036,-29.310,149.435,0.200,3.60,4.34
correction_on,4.70,4.63,6.92,-0.695,-1.037,-29.313,149.433,0.202,3.61,4.32
correction_on,4.75,4.67,6.92,-0.700,-1.038,-29.314,149.433,0.203,3.61,4.32
correction_on,4.80,4.70,6.93,-0.706,-1.040,-29.318,149.431,0.205,3.62,4.32
correction_on,4.85,4.74,6.94,-0.711,-1.041,-29.320,149.431,0.206,3.62,4.32
correction_on,4.90,4.77,6.94,-0.716,-1.042,-29.323,149.431,0.206,3.62,4.32
correction_on,4.95,4.81,6.95,-0.721,-1.042,-29.325,149.431,0.207,3.62,4.33
correction_on,5.00,4.85,6.95,-0.727,-1.043,-29.330,149.431,0.208,3.61,4.34
correction_on,5.05,4.88,6.96,-0.733,-1.044,-29.332,149.432,0.208,3.61,4.36
correction_on,5.10,4.92,6.96,-0.738,-1.045,-29.337,149.432,0.208,3.59,4.37
correction_on,5.15,4.96,6.97,-0.744,-1.045,-29.339,149.433,0.208,3.58,4.39
correction_on,5.20,5.00,6.97,-0.750,-1.046,-29.345,149.435,0.208,3.56,4.41
correction_on,5.25,5.04,6.98,-0.755,-1.047,-29.348,149.436,0.208,3.54,4.43
correction_on,5.30,5.07,6.98,-0.761,-1.048,-29.354,149.438,0.208,3.52,4.46
correction_on,5.35,5.12,6.99,-0.767,-1.049,-29.356,149.440,0.208,3.50,4.49
correction_on,5.40,5.16,7.00,-0.774,-1.050,-29.363,149.443,0.207,3.48,4.51
correction_on,5.45,5.21,7.01,-0.781,-1.052,-29.365,149.444,0.207,3.46,4.54
correction_on,5.50,5.25,7.02,-0.788,-1.054,-29.370,149.447,0.206,3.44,4.58
correction_on,5.55,5.30,7.04,-0.795,-1.056,-29.373,149.448,0.206,3.43,4.61
correction_on,5.60,5.35,7.05,-0.802,-1.057,-29.379,149.451,0.207,3.42,4.64
correction_on,5.65,5.39,7.06,-0.809,-1.059,-29.381,149.452,0.207,3.41,4.66
correction_on,5.70,5.43,7.08,-0.815,-1.061,-29.386,149.455,0.207,3.40,4.69
correction_on,5.75,5.47,7.09,-0.820,-1.063,-29.388,149.456,0.207,3.40,4.71
correction_on,5.80,5.50,7.10,-0.825,-1.065,-29.393,149.459,0.207,3.40,4.73
correction_on,5.85,5.53,7.11,-0.829,-1.067,-29.395,149.460,0.208,3.40,4.75
correction_on,5.90,5.56,7.12,-0.834,-1.068,-29.399,149.462,0.208,3.40,4.77
correction_on,5.95,5.58,7.13,-0.837,-1.070,-29.401,149.463,0.208,3.40,4.78
correction_on,6.00,5.60,7.14,-0.840,-1.071,-29.405,149.466,0.209,3.40,4.80
correction_on,6.05,5.62,7.15,-0.843,-1.073,-29.407,149.467,0.209,3.40,4.80
correction_on,6.10,5.63,7.16,-0.845,-1.074,-29.411,149.469,0.209,3.39,4.81
correction_on,6.15,5.65,7.17,-0.847,-1.075,-29.412,149.470,0.209,3.39,4.82
correction_on,6.20,5.66,7.18,-0.848,-1.076,-29.416,149.473,0.210,3.38,4.83
correction_on,6.25,5.66,7.18,-0.850,-1.077,-29.418,149.474,0.210,3.38,4.83
correction_on,6.30,5.67,7.19,-0.851,-1.078,-29.421,149.476,0.211,3.37,4.83
correction_on,6.35,5.67,7.19,-0.851,-1.079,-29.422,149.477,0.211,3.36,4.83
correction_on,6.40,5.67,7.20,-0.851,-1.080,-29.426,149.479,0.211,3.35,4.84
correction_on,6.45,5.67,7.20,-0.851,-1.080,-29.427,149.480,0.212,3.33,4.84
correction_on,6.50,5.67,7.21,-0.850,-1.081,-29.429,149.482,0.212,3.32,4.84
correction_on,6.55,5.66,7.21,-0.850,-1.082,-29.431,149.483,0.212,3.30,4.84
correction_on,6.60,5.66,7.21,-0.849,-1.082,-29.433,149.485,0.212,3.29,4.84
correction_on,6.65,5.65,7.22,-0.848,-1.083,-29.433,149.486,0.212,3.28,4.83
correction_on,6.70,5.65,7.22,-0.847,-1.083,-29.434,149.488,0.211,3.27,4.83
correction_on,6.75,5.64,7.23,-0.847,-1.084,-29.435,149.489,0.211,3.26,4.83
correction_on,6.80,5.64,7.24,-0.847,-1.085,-29.435,149.492,0.209,3.26,4.82
correction_on,6.85,5.64,7.24,-0.846,-1.087,-29.435,149.493,0.208,3.25,4.82
correction_on,6.90,5.65,7.26,-0.847,-1.088,-29.434,149.496,0.206,3.26,4.82
correction_on,6.95,5.65,7.27,-0.847,-1.090,-29.434,149.497,0.205,3.27,4.82
correction_on,7.00,5.66,7.28,-0.849,-1.093,-29.433,149.500,0.202,3.28,4.83
correction_on,7.05,5.67,7.30,-0.850,-1.095,-29.432,149.501,0.201,3.30,4.83
correction_on,7.10,5.68,7.31,-0.853,-1.097,-29.431,149.504,0.198,3.32,4.84
correction_on,7.15,5.70,7.33,-0.855,-1.099,-29.430,149.506,0.196,3.34,4.85
correction_on,7.20,5.72,7.34,-0.858,-1.101,-29.428,149.509,0.193,3.37,4.86
correction_on,7.25,5.73,7.36,-0.860,-1.103,-29.428,149.511,0.192,3.40,4.87
correction_on,7.30,5.75,7.37,-0.863,-1.105,-29.426,149.514,0.189,3.43,4.88
correction_on,7.35,5.77,7.38,-0.866,-1.107,-29.426,149.515,0.187,3.46,4.90
correction_on,7.40,5.79,7.39,-0.868,-1.109,-29.424,149.518,0.184,3.49,4.91
correction_on,7.45,5.80,7.40,-0.871,-1.110,-29.423,149.519,0.182,3.52,4.92
correction_on,7.50,5.82,7.41,-0.873,-1.111,-29.422,149.522,0.179,3.55,4.93
correction_on,7.55,5.83,7.41,-0.874,-1.112,-29.421,149.524,0.178,3.58,4.94
correction_on,7.60,5.84,7.42,-0.876,-1.113,-29.419,149.528,0.174,3.60,4.95
correction_on,7.65,5.85,7.43,-0.877,-1.114,-29.418,149.530,0.172,3.62,4.96
correction_on,7.70,5.86,7.44,-0.879,-1.116,-29.416,149.533,0.169,3.64,4.97
correction_on,7.75,5.86,7.45,-0.880,-1.117,-29.416,149.535,0.167,3.65,4.99
correction_on,7.80,5.87,7.46,-0.881,-1.118,-29.414,149.539,0.163,3.67,5.00
correction_on,7.85,5.87,7.46,-0.881,-1.120,-29.413,149.541,0.162,3.68,5.01
correction_on,7.90,5.88,7.47,-0.881,-1.121,-29.412,149.543,0.159,3.69,5.02
correction_on,7.95,5.87,7.48,-0.881,-1.122,-29.411,149.545,0.158,3.70,5.03
correction_on,8.00,5.87,7.48,-0.880,-1.122,-29.410,149.547,0.156,3.70,5.04
correction_on,8.05,5.86,7.48,-0.878,-1.122,-29.410,149.548,0.155,3.70,5.04
correction_on,8.10,5.84,7.47,-0.876,-1.121,-29.409,149.550,0.153,3.70,5.04
correction_on,8.15,5.82,7.46,-0.873,-1.120,-29.408,149.550,0.152,3.69,5.04
correction_on,8.20,5.79,7.45,-0.869,-1.118,-29.407,149.551,0.151,3.68,5.03
correction_on,8.25,5.77,7.44,-0.865,-1.116,-29.407,149.551,0.151,3.66,5.01
correction_on,8.30,5.73,7.42,-0.860,-1.113,-29.406,149.551,0.149,3.65,4.99
correction_on,8.35,5.70,7.40,-0.855,-1.111,-29.405,149.552,0.149,3.63,4.96
correction_on,8.40,5.67,7.39,-0.850,-1.108,-29.403,149.552,0.147,3.61,4.93
correction_on,8.45,5.63,7.37,-0.845,-1.106,-29.402,149.552,0.146,3.59,4.90
correction_on,8.50,5.60,7.36,-0.839,-1.103,-29.401,149.552,0.145,3.57,4.86
correction_on,8.55,5.56,7.34,-0.834,-1.102,-29.400,149.553,0.144,3.55,4.83
correction_on,8.60,5.53,7.33,-0.830,-1.100,-29.398,149.553,0.142,3.53,4.80
correction_on,8.65,5.50,7.32,-0.825,-1.099,-29.397,149.554,0.141,3.52,4.77
correction_on,8.70,5.48,7.32,-0.822,-1.098,-29.394,149.554,0.138,3.50,4.74
correction_on,8.75,5.46,7.31,-0.819,-1.097,-29.392,149.555,0.137,3.49,4.72
correction_on,8.80,5.44,7.31,-0.816,-1.097,-29.389,149.556,0.133,3.49,4.70
correction_on,8.85,5.43,7.31,-0.815,-1.097,-29.387,149.556,0.132,3.48,4.69
correction_on,8.90,5.43,7.31,-0.814,-1.097,-29.384,149.557,0.128,3.49,4.68
correction_on,8.95,5.42,7.31,-0.814,-1.097,-29.382,149.558,0.127,3.50,4.67
correction_on,9.00,5.43,7.32,-0.814,-1.098,-29.378,149.559,0.123,3.52,4.67
correction_on,9.05,5.44,7.32,-0.816,-1.098,-29.377,149.560,0.121,3.54,4.67
correction_on,9.10,5.45,7.33,-0.817,-1.099,-29.374,149.561,0.118,3.57,4.67
correction_on,9.15,5.46,7.34,-0.819,-1.101,-29.373,149.562,0.116,3.59,4.68
correction_on,9.20,5.48,7.35,-0.822,-1.102,-29.370,149.564,0.113,3.62,4.69
correction_on,9.25,5.49,7.35,-0.824,-1.103,-29.369,149.565,0.112,3.65,4.70
correction_on,9.30,5.51,7.36,-0.826,-1.104,-29.367,149.566,0.109,3.68,4.71
correction_on,9.35,5.52,7.37,-0.828,-1.105,-29.366,149.567,0.108,3.70,4.72
correction_on,9.40,5.54,7.37,-0.831,-1.106,-29.364,149.568,0.105,3.73,4.74
correction_on,9.45,5.56,7.38,-0.833,-1.106,-29.363,149.569,0.104,3.75,4.75
correction_on,9.50,5.57,7.38,-0.836,-1.107,-29.361,149.571,0.102,3.77,4.76
correction_on,9.55,5.59,7.38,-0.838,-1.107,-29.361,149.571,0.101,3.79,4.77
correction_on,9.60,5.60,7.38,-0.840,-1.108,-29.359,149.573,0.099,3.81,4.78
correction_on,9.65,5.61,7.39,-0.842,-1.108,-29.359,149.574,0.098,3.82,4.79
correction_on,9.70,5.63,7.39,-0.844,-1.108,-29.358,149.576,0.097,3.83,4.81
correction_on,9.75,5.64,7.39,-0.846,-1.109,-29.358,149.576,0.096,3.84,4.81
correction_on,9.80,5.65,7.39,-0.847,-1.109,-29.357,149.578,0.095,3.84,4.82
correction_on,9.85,5.65,7.39,-0.848,-1.109,-29.357,149.578,0.094,3.84,4.83
correction_on,9.90,5.66,7.39,-0.848,-1.108,-29.357,149.579,0.094,3.84,4.83
correction_on,9.95,5.66,7.38,-0.848,-1.107,-29.357,149.579,0.093,3.83,4.83
correction_on,10.00,5.65,7.37,-0.848,-1.106,-29.356,149.580,0.093,3.83,4.83
correction_on,10.05,5.65,7.37,-0.847,-1.105,-29.356,149.580,0.093,3.82,4.82
correction_on,10.10,5.64,7.36,-0.846,-1.103,-29.356,149.580,0.093,3.81,4.81
correction_on,10.15,5.63,7.35,-0.844,-1.102,-29.357,149.580,0.093,3.80,4.80
correction_on,10.20,5.61,7.34,-0.842,-1.100,-29.357,149.581,0.093,3.78,4.79
correction_on,10.25,5.60,7.33,-0.840,-1.099,-29.357,149.581,0.093,3.76,4.78
correction_on,10.30,5.58,7.32,-0.837,-1.097,-29.357,149.581,0.093,3.74,4.76
correction_on,10.35,5.56,7.31,-0.833,-1.096,-29.357,149.581,0.093,3.71,4.75
correction_on,10.40,5.53,7.30,-0.830,-1.094,-29.358,149.582,0.093,3.69,4.73
correction_on,10.45,5.51,7.29,-0.827,-1.093,-29.357,149.582,0.092,3.66,4.72
correction_on,10.50,5.49,7.28,-0.824,-1.092,-29.357,149.582,0.092,3.64,4.71
correction_on,10.55,5.47,7.27,-0.821,-1.091,-29.356,149.583,0.091,3.61,4.70
correction_on,10.60,5.46,7.27,-0.819,-1.090,-29.355,149.583,0.090,3.59,4.69
correction_on,10.65,5.45,7.27,-0.817,-1.090,-29.354,149.583,0.089,3.58,4.68
correction_on,10.70,5.44,7.26,-0.816,-1.090,-29.352,149.583,0.088,3.56,4.67
correction_on,10.75,5.44,7.26,-0.815,-1.089,-29.351,149.582,0.087,3.56,4.66
correction_on,10.80,5.44,7.26,-0.816,-1.089,-29.348,149.582,0.085,3.56,4.65
correction_on,10.85,5.44,7.26,-0.816,-1.089,-29.347,149.581,0.084,3.57,4.64
correction_on,10.90,5.45,7.26,-0.818,-1.088,-29.344,149.580,0.083,3.58,4.63
correction_on,10.95,5.46,7.25,-0.819,-1.088,-29.343,149.580,0.082,3.60,4.61
correction_on,11.00,5.48,7.25,-0.821,-1.087,-29.340,149.578,0.080,3.62,4.60
correction_on,11.05,5.49,7.24,-0.824,-1.087,-29.338,149.578,0.080,3.65,4.59
correction_on,11.10,5.51,7.24,-0.827,-1.086,-29.335,149.577,0.078,3.68,4.57
correction_on,11.15,5.53,7.24,-0.829,-1.086,-29.334,149.577,0.078,3.71,4.56
correction_on,11.20,5.55,7.24,-0.832,-1.086,-29.331,149.577,0.076,3.75,4.54
correction_on,11.25,5.57,7.24,-0.835,-1.086,-29.330,149.577,0.075,3.78,4.53
correction_on,11.30,5.59,7.24,-0.839,-1.086,-29.327,149.577,0.073,3.82,4.53
correction_on,11.35,5.62,7.24,-0.842,-1.086,-29.326,149.577,0.072,3.85,4.52
correction_on,11.40,5.64,7.24,-0.846,-1.087,-29.323,149.578,0.070,3.88,4.52
correction_on,11.45,5.67,7.25,-0.851,-1.088,-29.322,149.578,0.069,3.91,4.52
correction_on,11.50,5.70,7.26,-0.855,-1.089,-29.319,149.579,0.066,3.94,4.53
correction_on,11.55,5.73,7.27,-0.860,-1.090,-29.318,149.579,0.065,3.97,4.54
correction_on,11.60,5.76,7.28,-0.864,-1.092,-29.316,149.580,0.063,4.00,4.55
correction_on,11.65,5.80,7.29,-0.869,-1.093,-29.315,149.580,0.063,4.02,4.57
correction_on,11.70,5.83,7.30,-0.874,-1.094,-29.313,149.581,0.062,4.05,4.58
correction_on,11.75,5.85,7.30,-0.878,-1.095,-29.313,149.581,0.062,4.07,4.60
correction_on,11.80,5.88,7.30,-0.882,-1.095,-29.313,149.580,0.062,4.09,4.61
correction_on,11.85,5.90,7.30,-0.885,-1.095,-29.313,149.580,0.062,4.10,4.62
correction_on,11.90,5.92,7.29,-0.888,-1.094,-29.314,149.579,0.063,4.11,4.63
correction_on,11.95,5.93,7.29,-0.890,-1.093,-29.314,149.579,0.064,4.11,4.63
correction_on,12.00,5.94,7.27,-0.891,-1.091,-29.316,149.578,0.066,4.10,4.62
correction_on,12.05,5.95,7.26,-0.892,-1.088,-29.317,149.577,0.067,4.09,4.62
correction_on,12.10,5.95,7.24,-0.892,-1.085,-29.319,149.576,0.069,4.07,4.61
correction_on,12.15,5.95,7.22,-0.892,-1.082,-29.321,149.575,0.071,4.04,4.59
correction_on,12.20,5.94,7.19,-0.891,-1.079,-29.324,149.573,0.074,4.01,4.57
correction_on,12.25,5.93,7.17,-0.889,-1.076,-29.325,149.572,0.075,3.97,4.55
correction_on,12.30,5.92,7.15,-0.887,-1.072,-29.328,149.570,0.078,3.93,4.52
correction_on,12.35,5.91,7.13,-0.886,-1.069,-29.329,149.570,0.080,3.89,4.49
correction_on,12.40,5.89,7.11,-0.884,-1.066,-29.332,149.567,0.083,3.84,4.46
correction_on,12.45,5.88,7.09,-0.882,-1.063,-29.333,149.566,0.085,3.80,4.43
correction_on,12.50,5.87,7.07,-0.881,-1.060,-29.335,149.565,0.087,3.75,4.39
correction_on,12.55,5.86,7.05,-0.880,-1.058,-29.336,149.564,0.089,3.71,4.36
correction_on,12.60,5.86,7.04,-0.879,-1.056,-29.337,149.562,0.091,3.67,4.33
correction_on,12.65,5.86,7.03,-0.879,-1.055,-29.338,149.562,0.091,3.65,4.30
correction_on,12.70,5.86,7.03,-0.880,-1.054,-29.339,149.561,0.092,3.62,4.28
correction_on,12.75,5.87,7.03,-0.881,-1.054,-29.339,149.561,0.093,3.60,4.26
correction_on,12.80,5.89,7.03,-0.883,-1.055,-29.339,149.561,0.093,3.59,4.25
correction_on,12.85,5.91,7.04,-0.886,-1.056,-29.339,149.561,0.093,3.59,4.24
correction_on,12.90,5.94,7.05,-0.890,-1.057,-29.338,149.562,0.091,3.59,4.24
correction_on,12.95,5.97,7.06,-0.895,-1.060,-29.337,149.562,0.091,3.60,4.25
correction_on,13.00,6.01,7.08,-0.902,-1.063,-29.336,149.564,0.088,3.62,4.26
correction_on,13.05,6.06,7.10,-0.909,-1.066,-29.335,149.565,0.087,3.65,4.28
correction_on,13.10,6.11,7.13,-0.917,-1.069,-29.334,149.567,0.085,3.69,4.31
correction_on,13.15,6.17,7.15,-0.926,-1.073,-29.333,149.569,0.083,3.73,4.34
correction_on,13.20,6.23,7.18,-0.935,-1.077,-29.332,149.572,0.080,3.78,4.38
correction_on,13.25,6.29,7.20,-0.944,-1.081,-29.331,149.574,0.078,3.83,4.42
correction_on,13.30,6.35,7.23,-0.953,-1.084,-29.331,149.577,0.075,3.88,4.47
correction_on,13.35,6.41,7.25,-0.961,-1.087,-29.330,149.579,0.074,3.94,4.52
correction_on,13.40,6.46,7.27,-0.969,-1.090,-29.329,149.582,0.070,3.99,4.57
correction_on,13.45,6.51,7.28,-0.976,-1.092,-29.329,149.584,0.069,4.04,4.62
correction_on,13.50,6.55,7.29,-0.983,-1.094,-29.328,149.587,0.067,4.09,4.67
correction_on,13.55,6.60,7.30,-0.990,-1.095,-29.328,149.588,0.066,4.13,4.71
correction_on,13.60,6.64,7.30,-0.996,-1.096,-29.329,149.590,0.065,4.17,4.74
correction_on,13.65,6.67,7.30,-1.001,-1.096,-29.329,149.591,0.064,4.20,4.77
correction_on,13.70,6.70,7.30,-1.005,-1.095,-29.330,149.592,0.064,4.22,4.79
correction_on,13.75,6.72,7.29,-1.009,-1.094,-29.331,149.593,0.065,4.24,4.81
correction_on,13.80,6.74,7.28,-1.011,-1.091,-29.334,149.594,0.066,4.24,4.81
correction_on,13.85,6.75,7.26,-1.012,-1.089,-29.335,149.594,0.067,4.24,4.81
correction_on,13.90,6.74,7.24,-1.011,-1.086,-29.339,149.595,0.070,4.22,4.80
correction_on,13.95,6.73,7.22,-1.010,-1.083,-29.341,149.595,0.071,4.20,4.78
correction_on,14.00,6.71,7.20,-1.006,-1.079,-29.346,149.595,0.076,4.16,4.76
correction_on,14.05,6.68,7.17,-1.002,-1.076,-29.349,149.595,0.078,4.11,4.74
correction_on,14.10,6.63,7.14,-0.995,-1.071,-29.354,149.594,0.083,4.05,4.71
correction_on,14.15,6.58,7.11,-0.987,-1.067,-29.357,149.594,0.086,3.98,4.68
correction_on,14.20,6.52,7.08,-0.978,-1.062,-29.362,149.593,0.091,3.90,4.65
correction_on,14.25,6.46,7.05,-0.969,-1.058,-29.364,149.593,0.093,3.82,4.61
correction_on,14.30,6.40,7.02,-0.960,-1.054,-29.369,149.591,0.098,3.73,4.57
correction_on,14.35,6.35,7.00,-0.952,-1.050,-29.371,149.591,0.100,3.64,4.53
correction_on,14.40,6.29,6.98,-0.944,-1.047,-29.375,149.589,0.105,3.55,4.49
correction_on,14.45,6.25,6.97,-0.937,-1.045,-29.377,149.589,0.106,3.47,4.45
correction_on,14.50,6.20,6.96,-0.930,-1.044,-29.380,149.588,0.109,3.39,4.41
correction_on,14.55,6.16,6.95,-0.924,-1.043,-29.381,149.588,0.110,3.32,4.38
correction_on,14.60,6.12,6.95,-0.918,-1.043,-29.384,149.588,0.112,3.25,4.35
