wind_label,phase,t_s,tau_x,tau_y,tau_z,tauff_x,tauff_y,tauff_z,roll_deg,pitch_deg,wx_rad_s,wy_rad_s
strong,rot_on,3.00,0.0102,-0.0444,0.0027,-0.003,0.013,-0.001,3.048,4.890,-0.0107,0.0032
strong,rot_on,3.05,0.0105,-0.0448,0.0027,-0.003,0.013,-0.001,3.023,4.896,-0.0101,0.0023
strong,rot_on,3.10,0.0106,-0.0451,0.0027,-0.003,0.014,-0.001,3.003,4.901,-0.0076,0.0025
strong,rot_on,3.15,0.0104,-0.0455,0.0027,-0.003,0.014,-0.001,2.986,4.907,-0.0056,0.0037
strong,rot_on,3.20,0.0098,-0.0461,0.0027,-0.003,0.014,-0.001,2.973,4.914,-0.0049,0.0029
strong,rot_on,3.25,0.0095,-0.0464,0.0027,-0.003,0.014,-0.001,2.964,4.925,-0.0036,0.0041
strong,rot_on,3.30,0.0095,-0.0468,0.0027,-0.003,0.014,-0.001,2.958,4.931,-0.0026,0.0040
strong,rot_on,3.35,0.0100,-0.0470,0.0027,-0.003,0.014,-0.001,2.958,4.939,-0.0016,0.0033
strong,rot_on,3.40,0.0096,-0.0472,0.0027,-0.003,0.014,-0.001,2.958,4.944,-0.0013,0.0036
strong,rot_on,3.45,0.0097,-0.0474,0.0027,-0.003,0.014,-0.001,2.959,4.952,-0.0021,0.0031
strong,rot_on,3.50,0.0094,-0.0476,0.0027,-0.003,0.014,-0.001,2.957,4.956,-0.0025,0.0021
strong,rot_on,3.55,0.0091,-0.0476,0.0027,-0.003,0.014,-0.001,2.955,4.961,-0.0033,0.0020
strong,rot_on,3.60,0.0089,-0.0477,0.0027,-0.003,0.014,-0.001,2.952,4.962,-0.0029,0.0005
strong,rot_on,3.65,0.0087,-0.0476,0.0027,-0.003,0.014,-0.001,2.946,4.963,-0.0039,0.0008
strong,rot_on,3.70,0.0088,-0.0477,0.0027,-0.003,0.014,-0.001,2.940,4.962,-0.0038,0.0014
strong,rot_on,3.75,0.0083,-0.0481,0.0027,-0.002,0.014,-0.001,2.935,4.958,-0.0045,-0.0014
strong,rot_on,3.80,0.0084,-0.0479,0.0027,-0.003,0.014,-0.001,2.926,4.954,-0.0049,-0.0016
strong,rot_on,3.85,0.0080,-0.0481,0.0027,-0.002,0.014,-0.001,2.919,4.948,-0.0043,-0.0012
strong,rot_on,3.90,0.0075,-0.0483,0.0027,-0.002,0.014,-0.001,2.912,4.942,-0.0035,-0.0011
strong,rot_on,3.95,0.0078,-0.0485,0.0027,-0.002,0.015,-0.001,2.906,4.933,-0.0025,-0.0022
strong,rot_on,4.00,0.0080,-0.0485,0.0026,-0.002,0.015,-0.001,2.905,4.927,-0.0017,-0.0023
strong,rot_on,4.05,0.0075,-0.0487,0.0027,-0.002,0.015,-0.001,2.909,4.919,-0.0004,-0.0033
strong,rot_on,4.10,0.0074,-0.0486,0.0027,-0.002,0.015,-0.001,2.910,4.910,-0.0007,-0.0028
strong,rot_on,4.15,0.0072,-0.0488,0.0027,-0.002,0.015,-0.001,2.912,4.900,-0.0005,-0.0035
strong,rot_on,4.20,0.0077,-0.0488,0.0027,-0.002,0.015,-0.001,2.916,4.894,-0.0003,-0.0020
strong,rot_on,4.25,0.0075,-0.0490,0.0027,-0.002,0.015,-0.001,2.922,4.887,0.0012,-0.0012
strong,rot_on,4.30,0.0071,-0.0492,0.0027,-0.002,0.015,-0.001,2.930,4.882,0.0014,-0.0003
strong,rot_on,4.35,0.0072,-0.0494,0.0027,-0.002,0.015,-0.001,2.938,4.880,0.0011,0.0007
strong,rot_on,4.40,0.0075,-0.0494,0.0027,-0.002,0.015,-0.001,2.947,4.884,0.0023,0.0033
strong,rot_on,4.45,0.0077,-0.0497,0.0027,-0.002,0.015,-0.001,2.959,4.891,0.0025,0.0052
strong,rot_on,4.50,0.0080,-0.0499,0.0027,-0.002,0.015,-0.001,2.969,4.903,0.0022,0.0062
strong,rot_on,4.55,0.0079,-0.0502,0.0027,-0.002,0.015,-0.001,2.979,4.920,-0.0001,0.0072
strong,rot_on,4.60,0.0084,-0.0502,0.0026,-0.003,0.015,-0.001,2.988,4.939,0.0013,0.0090
strong,rot_on,4.65,0.0086,-0.0503,0.0026,-0.003,0.015,-0.001,2.999,4.963,0.0021,0.0102
strong,rot_on,4.70,0.0087,-0.0504,0.0026,-0.003,0.015,-0.001,3.007,4.988,0.0009,0.0112
strong,rot_on,4.75,0.0094,-0.0505,0.0026,-0.003,0.015,-0.001,3.015,5.016,0.0004,0.0102
strong,rot_on,4.80,0.0093,-0.0505,0.0026,-0.003,0.015,-0.001,3.020,5.042,-0.0010,0.0115
strong,rot_on,4.85,0.0091,-0.0508,0.0026,-0.003,0.015,-0.001,3.023,5.071,-0.0006,0.0103
strong,rot_on,4.90,0.0093,-0.0507,0.0026,-0.003,0.015,-0.001,3.027,5.097,-0.0015,0.0113
strong,rot_on,4.95,0.0099,-0.0508,0.0026,-0.003,0.015,-0.001,3.032,5.126,-0.0004,0.0111
strong,rot_on,5.00,0.0109,-0.0509,0.0026,-0.003,0.015,-0.001,3.036,5.152,0.0001,0.0092
strong,rot_on,5.05,0.0107,-0.0509,0.0026,-0.003,0.015,-0.001,3.041,5.175,-0.0011,0.0091
strong,rot_on,5.10,0.0108,-0.0511,0.0026,-0.003,0.015,-0.001,3.043,5.196,-0.0017,0.0079
strong,rot_on,5.15,0.0112,-0.0511,0.0027,-0.003,0.015,-0.001,3.047,5.215,-0.0010,0.0058
strong,rot_on,5.20,0.0117,-0.0510,0.0027,-0.004,0.015,-0.001,3.052,5.229,-0.0000,0.0051
strong,rot_on,5.25,0.0115,-0.0512,0.0027,-0.003,0.015,-0.001,3.059,5.238,0.0002,0.0027
strong,rot_on,5.30,0.0111,-0.0511,0.0028,-0.003,0.015,-0.001,3.063,5.242,-0.0002,0.0004
strong,rot_on,5.35,0.0114,-0.0510,0.0028,-0.003,0.015,-0.001,3.069,5.241,-0.0002,0.0005
strong,rot_on,5.40,0.0111,-0.0510,0.0028,-0.003,0.015,-0.001,3.075,5.236,0.0008,-0.0014
strong,rot_on,5.45,0.0108,-0.0508,0.0028,-0.003,0.015,-0.001,3.084,5.226,0.0011,-0.0032
strong,rot_on,5.50,0.0103,-0.0507,0.0028,-0.003,0.015,-0.001,3.095,5.214,0.0028,-0.0048
strong,rot_on,5.55,0.0102,-0.0505,0.0029,-0.003,0.015,-0.001,3.107,5.199,0.0025,-0.0055
strong,rot_on,5.60,0.0101,-0.0503,0.0029,-0.003,0.015,-0.001,3.121,5.181,0.0051,-0.0061
strong,rot_on,5.65,0.0093,-0.0503,0.0029,-0.003,0.015,-0.001,3.141,5.159,0.0063,-0.0074
strong,rot_on,5.70,0.0089,-0.0502,0.0029,-0.003,0.015,-0.001,3.162,5.138,0.0071,-0.0076
strong,rot_on,5.75,0.0086,-0.0501,0.0030,-0.003,0.015,-0.001,3.189,5.113,0.0103,-0.0076
strong,rot_on,5.80,0.0087,-0.0501,0.0030,-0.003,0.015,-0.001,3.222,5.087,0.0111,-0.0094
strong,rot_on,5.85,0.0088,-0.0498,0.0030,-0.003,0.015,-0.001,3.259,5.060,0.0137,-0.0084
strong,rot_on,5.90,0.0084,-0.0499,0.0030,-0.003,0.015,-0.001,3.299,5.035,0.0134,-0.0087
strong,rot_on,5.95,0.0082,-0.0499,0.0031,-0.002,0.015,-0.001,3.339,5.010,0.0118,-0.0083
strong,rot_on,6.00,0.0081,-0.0498,0.0031,-0.002,0.015,-0.001,3.372,4.986,0.0103,-0.0064
strong,rot_on,6.05,0.0083,-0.0499,0.0031,-0.002,0.015,-0.001,3.406,4.962,0.0103,-0.0078
strong,rot_on,6.10,0.0077,-0.0499,0.0031,-0.002,0.015,-0.001,3.438,4.943,0.0100,-0.0061
strong,rot_on,6.15,0.0075,-0.0500,0.0032,-0.002,0.015,-0.001,3.467,4.922,0.0069,-0.0046
strong,rot_on,6.20,0.0077,-0.0502,0.0031,-0.002,0.015,-0.001,3.490,4.906,0.0060,-0.0059
strong,rot_on,6.25,0.0077,-0.0501,0.0031,-0.002,0.015,-0.001,3.513,4.889,0.0045,-0.0037
strong,rot_on,6.30,0.0075,-0.0504,0.0031,-0.002,0.015,-0.001,3.530,4.874,0.0029,-0.0041
strong,rot_on,6.35,0.0069,-0.0506,0.0032,-0.002,0.015,-0.001,3.544,4.860,0.0013,-0.0035
strong,rot_on,6.40,0.0064,-0.0507,0.0032,-0.002,0.015,-0.001,3.551,4.848,-0.0009,-0.0026
strong,rot_on,6.45,0.0065,-0.0508,0.0031,-0.002,0.015,-0.001,3.555,4.839,-0.0014,-0.0010
strong,rot_on,6.50,0.0066,-0.0510,0.0031,-0.002,0.015,-0.001,3.555,4.833,-0.0017,-0.0016
strong,rot_on,6.55,0.0066,-0.0509,0.0031,-0.002,0.015,-0.001,3.554,4.829,-0.0033,0.0001
strong,rot_on,6.60,0.0063,-0.0512,0.0031,-0.002,0.015,-0.001,3.550,4.826,-0.0037,-0.0008
strong,rot_on,6.65,0.0060,-0.0511,0.0031,-0.002,0.015,-0.001,3.543,4.826,-0.0030,0.0010
strong,rot_on,6.70,0.0057,-0.0514,0.0032,-0.002,0.015,-0.001,3.534,4.826,-0.0049,0.0006
strong,rot_on,6.75,0.0055,-0.0515,0.0032,-0.002,0.015,-0.001,3.526,4.826,-0.0055,0.0005
strong,rot_on,6.80,0.0061,-0.0514,0.0031,-0.002,0.015,-0.001,3.516,4.828,-0.0034,0.0012
strong,rot_on,6.85,0.0056,-0.0517,0.0032,-0.002,0.015,-0.001,3.511,4.829,-0.0040,0.0022
strong,rot_on,6.90,0.0049,-0.0519,0.0032,-0.001,0.016,-0.001,3.505,4.833,-0.0036,0.0029
strong,rot_on,6.95,0.0053,-0.0520,0.0032,-0.002,0.016,-0.001,3.501,4.839,-0.0022,0.0022
strong,rot_on,7.00,0.0056,-0.0519,0.0032,-0.002,0.016,-0.001,3.502,4.846,-0.0000,0.0049
strong,rot_on,7.05,0.0056,-0.0522,0.0032,-0.002,0.016,-0.001,3.505,4.856,-0.0001,0.0045
strong,rot_on,7.10,0.0050,-0.0524,0.0033,-0.001,0.016,-0.001,3.506,4.865,-0.0019,0.0049
strong,rot_on,7.15,0.0055,-0.0523,0.0032,-0.002,0.016,-0.001,3.506,4.879,-0.0023,0.0063
strong,rot_on,7.20,0.0060,-0.0525,0.0032,-0.002,0.016,-0.001,3.506,4.892,-0.0002,0.0063
strong,rot_on,7.25,0.0056,-0.0526,0.0032,-0.002,0.016,-0.001,3.505,4.904,-0.0013,0.0053
strong,rot_on,7.30,0.0052,-0.0527,0.0033,-0.002,0.016,-0.001,3.503,4.916,-0.0017,0.0053
strong,rot_on,7.35,0.0057,-0.0527,0.0032,-0.002,0.016,-0.001,3.504,4.927,-0.0002,0.0052
strong,rot_on,7.40,0.0062,-0.0528,0.0032,-0.002,0.016,-0.001,3.506,4.937,-0.0000,0.0036
strong,rot_on,7.45,0.0059,-0.0528,0.0032,-0.002,0.016,-0.001,3.510,4.946,-0.0007,0.0043
strong,rot_on,7.50,0.0056,-0.0530,0.0033,-0.002,0.016,-0.001,3.514,4.953,-0.0007,0.0016
strong,rot_on,7.55,0.0053,-0.0529,0.0033,-0.002,0.016,-0.001,3.515,4.957,-0.0011,0.0011
strong,rot_on,7.60,0.0056,-0.0528,0.0033,-0.002,0.016,-0.001,3.518,4.958,-0.0018,0.0026
strong,rot_on,7.65,0.0057,-0.0529,0.0032,-0.002,0.016,-0.001,3.518,4.959,-0.0018,0.0012
strong,rot_on,7.70,0.0057,-0.0528,0.0032,-0.002,0.016,-0.001,3.516,4.956,-0.0026,0.0008
strong,rot_on,7.75,0.0051,-0.0527,0.0033,-0.002,0.016,-0.001,3.511,4.955,-0.0046,0.0022
strong,rot_on,7.80,0.0046,-0.0528,0.0033,-0.001,0.016,-0.001,3.501,4.953,-0.0069,0.0028
strong,rot_on,7.85,0.0044,-0.0528,0.0033,-0.001,0.016,-0.001,3.489,4.953,-0.0056,0.0012
strong,rot_on,7.90,0.0042,-0.0527,0.0033,-0.001,0.016,-0.001,3.476,4.955,-0.0058,0.0029
strong,rot_on,7.95,0.0039,-0.0528,0.0032,-0.001,0.016,-0.001,3.465,4.958,-0.0069,0.0028
strong,rot_on,8.00,0.0038,-0.0527,0.0032,-0.001,0.016,-0.001,3.453,4.965,-0.0067,0.0043
strong,rot_on,8.05,0.0038,-0.0528,0.0032,-0.001,0.016,-0.001,3.438,4.974,-0.0057,0.0051
strong,rot_on,8.10,0.0036,-0.0528,0.0032,-0.001,0.016,-0.001,3.425,4.984,-0.0061,0.0053
strong,rot_on,8.15,0.0040,-0.0528,0.0032,-0.001,0.016,-0.001,3.411,4.995,-0.0067,0.0048
strong,rot_on,8.20,0.0041,-0.0527,0.0032,-0.001,0.016,-0.001,3.398,5.007,-0.0061,0.0058
strong,rot_on,8.25,0.0037,-0.0529,0.0033,-0.001,0.016,-0.001,3.385,5.020,-0.0062,0.0059
strong,rot_on,8.30,0.0041,-0.0528,0.0033,-0.001,0.016,-0.001,3.372,5.031,-0.0056,0.0058
strong,rot_on,8.35,0.0046,-0.0528,0.0033,-0.001,0.016,-0.001,3.363,5.043,-0.0048,0.0053
strong,rot_on,8.40,0.0048,-0.0528,0.0033,-0.001,0.016,-0.001,3.356,5.051,-0.0041,0.0038
strong,rot_on,8.45,0.0048,-0.0528,0.0033,-0.001,0.016,-0.001,3.348,5.057,-0.0037,0.0017
strong,rot_on,8.50,0.0052,-0.0526,0.0033,-0.002,0.016,-0.001,3.344,5.061,-0.0027,0.0019
strong,rot_on,8.55,0.0051,-0.0527,0.0033,-0.002,0.016,-0.001,3.343,5.059,-0.0008,0.0004
strong,rot_on,8.60,0.0048,-0.0527,0.0034,-0.001,0.016,-0.001,3.344,5.056,0.0002,-0.0010
strong,rot_on,8.65,0.0052,-0.0526,0.0034,-0.002,0.016,-0.001,3.350,5.048,0.0010,-0.0022
strong,rot_on,8.70,0.0055,-0.0525,0.0033,-0.002,0.016,-0.001,3.361,5.038,0.0028,-0.0025
strong,rot_on,8.75,0.0052,-0.0525,0.0034,-0.002,0.016,-0.001,3.378,5.023,0.0045,-0.0033
strong,rot_on,8.80,0.0046,-0.0526,0.0034,-0.001,0.016,-0.001,3.396,5.007,0.0059,-0.0064
strong,rot_on,8.85,0.0047,-0.0521,0.0034,-0.001,0.016,-0.001,3.418,4.988,0.0065,-0.0065
strong,rot_on,8.90,0.0045,-0.0521,0.0034,-0.001,0.016,-0.001,3.440,4.969,0.0073,-0.0077
strong,rot_on,8.95,0.0044,-0.0518,0.0034,-0.001,0.016,-0.001,3.468,4.942,0.0082,-0.0081
strong,rot_on,9.00,0.0044,-0.0516,0.0034,-0.001,0.015,-0.001,3.495,4.919,0.0088,-0.0075
strong,rot_on,9.05,0.0037,-0.0516,0.0034,-0.001,0.015,-0.001,3.526,4.889,0.0080,-0.0089
strong,rot_on,9.10,0.0035,-0.0513,0.0034,-0.001,0.015,-0.001,3.551,4.863,0.0072,-0.0080
strong,rot_on,9.15,0.0033,-0.0513,0.0034,-0.001,0.015,-0.001,3.578,4.835,0.0069,-0.0077
strong,rot_on,9.20,0.0033,-0.0511,0.0034,-0.001,0.015,-0.001,3.600,4.811,0.0060,-0.0062
strong,rot_on,9.25,0.0025,-0.0513,0.0034,-0.001,0.015,-0.001,3.619,4.786,0.0026,-0.0063
strong,rot_on,9.30,0.0027,-0.0511,0.0034,-0.001,0.015,-0.001,3.632,4.767,0.0014,-0.0049
strong,rot_on,9.35,0.0028,-0.0511,0.0033,-0.001,0.015,-0.001,3.642,4.749,0.0002,-0.0033
strong,rot_on,9.40,0.0025,-0.0513,0.0033,-0.001,0.015,-0.001,3.644,4.734,-0.0023,-0.0045
strong,rot_on,9.45,0.0023,-0.0511,0.0033,-0.001,0.015,-0.001,3.638,4.720,-0.0057,-0.0034
strong,rot_on,9.50,0.0021,-0.0513,0.0033,-0.001,0.015,-0.001,3.626,4.708,-0.0071,-0.0021
strong,rot_on,9.55,0.0019,-0.0514,0.0034,-0.001,0.015,-0.001,3.609,4.697,-0.0081,-0.0009
strong,rot_on,9.60,0.0020,-0.0516,0.0033,-0.001,0.015,-0.001,3.592,4.689,-0.0086,-0.0016
strong,rot_on,9.65,0.0021,-0.0516,0.0033,-0.001,0.015,-0.001,3.575,4.685,-0.0077,0.0004
strong,rot_on,9.70,0.0021,-0.0516,0.0033,-0.001,0.015,-0.001,3.559,4.686,-0.0068,0.0040
strong,rot_on,9.75,0.0015,-0.0522,0.0033,-0.000,0.016,-0.001,3.542,4.687,-0.0076,0.0015
strong,rot_on,9.80,0.0020,-0.0518,0.0033,-0.001,0.016,-0.001,3.529,4.690,-0.0051,0.0034
strong,rot_on,9.85,0.0022,-0.0521,0.0033,-0.001,0.016,-0.001,3.520,4.695,-0.0038,0.0042
strong,rot_on,9.90,0.0025,-0.0523,0.0033,-0.001,0.016,-0.001,3.516,4.700,-0.0024,0.0039
strong,rot_on,9.95,0.0027,-0.0525,0.0033,-0.001,0.016,-0.001,3.512,4.703,-0.0020,0.0034
strong,rot_on,10.00,0.0036,-0.0526,0.0033,-0.001,0.016,-0.001,3.514,4.708,0.0003,0.0024
strong,rot_on,10.05,0.0035,-0.0527,0.0034,-0.001,0.016,-0.001,3.522,4.711,0.0032,0.0011
strong,rot_on,10.10,0.0034,-0.0526,0.0034,-0.001,0.016,-0.001,3.529,4.713,0.0012,0.0030
strong,rot_on,10.15,0.0038,-0.0527,0.0034,-0.001,0.016,-0.001,3.539,4.715,0.0025,0.0025
strong,rot_on,10.20,0.0044,-0.0527,0.0033,-0.001,0.016,-0.001,3.552,4.716,0.0046,0.0008
strong,rot_on,10.25,0.0039,-0.0527,0.0034,-0.001,0.016,-0.001,3.570,4.714,0.0060,0.0007
strong,rot_on,10.30,0.0037,-0.0528,0.0034,-0.001,0.016,-0.001,3.590,4.710,0.0069,0.0002
strong,rot_on,10.35,0.0035,-0.0529,0.0034,-0.001,0.016,-0.001,3.612,4.706,0.0071,-0.0009
strong,rot_on,10.40,0.0039,-0.0527,0.0034,-0.001,0.016,-0.001,3.639,4.701,0.0099,-0.0007
strong,rot_on,10.45,0.0042,-0.0527,0.0033,-0.001,0.016,-0.001,3.671,4.695,0.0098,-0.0010
strong,rot_on,10.50,0.0036,-0.0528,0.0034,-0.001,0.016,-0.001,3.701,4.688,0.0089,-0.0014
strong,rot_on,10.55,0.0031,-0.0529,0.0034,-0.001,0.016,-0.001,3.733,4.678,0.0086,-0.0038
strong,rot_on,10.60,0.0029,-0.0527,0.0034,-0.001,0.016,-0.001,3.759,4.668,0.0082,-0.0028
strong,rot_on,10.65,0.0029,-0.0527,0.0034,-0.001,0.016,-0.001,3.786,4.658,0.0079,-0.0024
strong,rot_on,10.70,0.0027,-0.0527,0.0034,-0.001,0.016,-0.001,3.811,4.647,0.0065,-0.0040
strong,rot_on,10.75,0.0028,-0.0524,0.0034,-0.001,0.016,-0.001,3.835,4.633,0.0058,-0.0028
strong,rot_on,10.80,0.0024,-0.0525,0.0034,-0.001,0.016,-0.001,3.853,4.621,0.0041,-0.0045
strong,rot_on,10.85,0.0023,-0.0522,0.0034,-0.001,0.016,-0.001,3.866,4.608,0.0030,-0.0043
strong,rot_on,10.90,0.0022,-0.0521,0.0034,-0.001,0.016,-0.001,3.874,4.592,0.0013,-0.0042
strong,rot_on,10.95,0.0012,-0.0521,0.0034,-0.000,0.016,-0.001,3.880,4.576,-0.0008,-0.0049
strong,rot_on,11.00,0.0014,-0.0518,0.0034,-0.000,0.016,-0.001,3.883,4.561,0.0006,-0.0048
strong,rot_on,11.05,0.0012,-0.0517,0.0035,-0.000,0.016,-0.001,3.889,4.545,0.0006,-0.0043
strong,rot_on,11.10,0.0010,-0.0516,0.0035,-0.000,0.015,-0.001,3.895,4.530,0.0003,-0.0053
strong,rot_on,11.15,0.0009,-0.0514,0.0035,-0.000,0.015,-0.001,3.901,4.511,0.0009,-0.0048
strong,rot_on,11.20,0.0004,-0.0513,0.0035,-0.000,0.015,-0.001,3.905,4.497,-0.0005,-0.0035
strong,rot_on,11.25,0.0005,-0.0513,0.0035,-0.000,0.015,-0.001,3.909,4.481,0.0001,-0.0036
strong,rot_on,11.30,0.0001,-0.0512,0.0035,-0.000,0.015,-0.001,3.910,4.471,-0.0010,-0.0029
strong,rot_on,11.35,-0.0006,-0.0513,0.0036,0.000,0.015,-0.001,3.911,4.458,-0.0025,-0.0028
strong,rot_on,11.40,-0.0004,-0.0511,0.0036,0.000,0.015,-0.001,3.907,4.451,-0.0032,-0.0022
strong,rot_on,11.45,0.0003,-0.0507,0.0035,-0.000,0.015,-0.001,3.903,4.443,-0.0046,-0.0019
strong,rot_on,11.50,0.0009,-0.0502,0.0035,-0.000,0.015,-0.001,3.895,4.436,-0.0051,-0.0010
strong,rot_on,11.55,0.0011,-0.0498,0.0036,-0.000,0.015,-0.001,3.878,4.429,-0.0085,-0.0008
strong,rot_on,11.60,0.0020,-0.0494,0.0036,-0.001,0.015,-0.001,3.857,4.424,-0.0100,-0.0010
strong,rot_on,11.65,0.0024,-0.0490,0.0036,-0.001,0.015,-0.001,3.829,4.416,-0.0106,-0.0014
strong,rot_on,11.70,0.0028,-0.0487,0.0036,-0.001,0.015,-0.001,3.800,4.411,-0.0128,-0.0018
strong,rot_on,11.75,0.0032,-0.0483,0.0036,-0.001,0.014,-0.001,3.767,4.405,-0.0134,0.0000
strong,rot_on,11.80,0.0038,-0.0481,0.0035,-0.001,0.014,-0.001,3.738,4.402,-0.0125,0.0006
strong,rot_on,11.85,0.0042,-0.0479,0.0035,-0.001,0.014,-0.001,3.709,4.400,-0.0117,0.0024
strong,rot_on,11.90,0.0042,-0.0480,0.0035,-0.001,0.014,-0.001,3.682,4.402,-0.0109,0.0023
strong,rot_on,11.95,0.0044,-0.0479,0.0035,-0.001,0.014,-0.001,3.653,4.407,-0.0112,0.0034
strong,rot_on,12.00,0.0045,-0.0480,0.0034,-0.001,0.014,-0.001,3.631,4.417,-0.0097,0.0063
strong,rot_on,12.05,0.0043,-0.0485,0.0034,-0.001,0.015,-0.001,3.610,4.431,-0.0084,0.0063
strong,rot_on,12.10,0.0046,-0.0489,0.0034,-0.001,0.015,-0.001,3.596,4.447,-0.0059,0.0076
strong,rot_on,12.15,0.0050,-0.0493,0.0034,-0.002,0.015,-0.001,3.586,4.472,-0.0047,0.0103
strong,rot_on,12.20,0.0054,-0.0498,0.0033,-0.002,0.015,-0.001,3.582,4.497,-0.0025,0.0105
strong,rot_on,12.25,0.0050,-0.0502,0.0033,-0.002,0.015,-0.001,3.580,4.525,-0.0006,0.0123
strong,rot_on,12.30,0.0044,-0.0510,0.0033,-0.001,0.015,-0.001,3.581,4.553,-0.0012,0.0107
strong,rot_on,12.35,0.0034,-0.0517,0.0034,-0.001,0.015,-0.001,3.586,4.580,0.0010,0.0095
strong,rot_on,12.40,0.0026,-0.0524,0.0033,-0.001,0.016,-0.001,3.595,4.604,0.0031,0.0092
strong,rot_on,12.45,0.0019,-0.0531,0.0033,-0.001,0.016,-0.001,3.612,4.630,0.0046,0.0104
strong,rot_on,12.50,0.0026,-0.0533,0.0033,-0.001,0.016,-0.001,3.634,4.653,0.0070,0.0103
strong,rot_on,12.55,0.0031,-0.0535,0.0033,-0.001,0.016,-0.001,3.665,4.678,0.0094,0.0092
strong,rot_on,12.60,0.0034,-0.0535,0.0033,-0.001,0.016,-0.001,3.694,4.700,0.0090,0.0090
strong,rot_on,12.65,0.0036,-0.0535,0.0033,-0.001,0.016,-0.001,3.721,4.719,0.0075,0.0068
strong,rot_on,12.70,0.0035,-0.0534,0.0033,-0.001,0.016,-0.001,3.743,4.731,0.0047,0.0043
strong,rot_on,12.75,0.0035,-0.0533,0.0034,-0.001,0.016,-0.001,3.761,4.739,0.0041,0.0023
strong,rot_on,12.80,0.0036,-0.0531,0.0034,-0.001,0.016,-0.001,3.777,4.740,0.0050,0.0003
strong,rot_on,12.85,0.0027,-0.0530,0.0034,-0.001,0.016,-0.001,3.795,4.736,0.0047,-0.0014
strong,rot_on,12.90,0.0025,-0.0528,0.0034,-0.001,0.016,-0.001,3.814,4.729,0.0058,-0.0030
strong,rot_on,12.95,0.0024,-0.0524,0.0034,-0.001,0.016,-0.001,3.835,4.716,0.0062,-0.0033
strong,rot_on,13.00,0.0014,-0.0525,0.0035,-0.000,0.016,-0.001,3.857,4.702,0.0074,-0.0048
strong,rot_on,13.05,0.0010,-0.0522,0.0035,-0.000,0.016,-0.001,3.883,4.685,0.0083,-0.0055
strong,rot_on,13.10,0.0005,-0.0520,0.0035,-0.000,0.016,-0.001,3.907,4.667,0.0081,-0.0062
strong,rot_on,13.15,0.0001,-0.0518,0.0035,-0.000,0.016,-0.001,3.938,4.648,0.0088,-0.0056
strong,rot_on,13.20,-0.0005,-0.0518,0.0036,0.000,0.016,-0.001,3.966,4.628,0.0089,-0.0073
strong,rot_on,13.25,-0.0012,-0.0514,0.0036,0.000,0.015,-0.001,3.995,4.608,0.0082,-0.0050
strong,rot_on,13.30,-0.0012,-0.0513,0.0036,0.000,0.015,-0.001,4.021,4.590,0.0088,-0.0049
strong,rot_on,13.35,-0.0015,-0.0511,0.0037,0.000,0.015,-0.001,4.052,4.573,0.0094,-0.0044
strong,rot_on,13.40,-0.0022,-0.0511,0.0037,0.001,0.015,-0.001,4.077,4.559,0.0077,-0.0040
strong,rot_on,13.45,-0.0017,-0.0507,0.0037,0.001,0.015,-0.001,4.103,4.544,0.0075,-0.0027
strong,rot_on,13.50,-0.0023,-0.0508,0.0038,0.001,0.015,-0.001,4.123,4.533,0.0058,-0.0017
strong,rot_on,13.55,-0.0022,-0.0508,0.0038,0.001,0.015,-0.001,4.143,4.520,0.0049,-0.0033
strong,rot_on,13.60,-0.0026,-0.0507,0.0038,0.001,0.015,-0.001,4.158,4.510,0.0034,-0.0013
strong,rot_on,13.65,-0.0025,-0.0509,0.0038,0.001,0.015,-0.001,4.172,4.502,0.0028,-0.0003
strong,rot_on,13.70,-0.0025,-0.0509,0.0038,0.001,0.015,-0.001,4.185,4.501,0.0032,0.0021
strong,rot_on,13.75,-0.0029,-0.0512,0.0038,0.001,0.015,-0.001,4.196,4.501,0.0012,0.0032
strong,rot_on,13.80,-0.0023,-0.0512,0.0038,0.001,0.015,-0.001,4.205,4.504,0.0021,0.0036
strong,rot_on,13.85,-0.0022,-0.0512,0.0038,0.001,0.015,-0.001,4.213,4.511,0.0023,0.0046
strong,rot_on,13.90,-0.0025,-0.0515,0.0038,0.001,0.015,-0.001,4.219,4.517,0.0008,0.0026
strong,rot_on,13.95,-0.0017,-0.0512,0.0038,0.001,0.015,-0.001,4.226,4.521,0.0014,0.0021
strong,rot_on,14.00,-0.0007,-0.0505,0.0039,0.000,0.015,-0.001,4.231,4.523,0.0013,0.0019
strong,rot_on,14.05,-0.0001,-0.0500,0.0039,0.000,0.015,-0.001,4.238,4.522,0.0005,0.0009
strong,rot_on,14.10,0.0010,-0.0496,0.0039,-0.000,0.015,-0.001,4.240,4.514,-0.0002,-0.0033
strong,rot_on,14.15,0.0017,-0.0487,0.0039,-0.001,0.015,-0.001,4.240,4.505,-0.0022,-0.0027
strong,rot_on,14.20,0.0020,-0.0484,0.0040,-0.001,0.015,-0.001,4.234,4.489,-0.0035,-0.0052
strong,rot_on,14.25,0.0023,-0.0477,0.0040,-0.001,0.014,-0.001,4.227,4.471,-0.0036,-0.0059
strong,rot_on,14.30,0.0029,-0.0470,0.0040,-0.001,0.014,-0.001,4.221,4.451,-0.0028,-0.0060
strong,rot_on,14.35,0.0033,-0.0465,0.0040,-0.001,0.014,-0.001,4.216,4.428,-0.0034,-0.0083
