wind_label,phase,t_s,true_wind_north_m_s,true_wind_east_m_s,wind_est_north,wind_est_east,accel_n_m_s2,accel_e_m_s2,actual_north_m,actual_east_m,pos_error_m,roll_deg,pitch_deg
default_gust,correction_on,2.25,2.849,7.121,3.99,5.56,-0.200,-0.278,-0.008,0.039,0.060,3.71,4.63
default_gust,correction_on,2.30,2.803,7.007,3.98,5.56,-0.199,-0.278,-0.006,0.037,0.058,3.73,4.61
default_gust,correction_on,2.35,2.755,6.888,3.97,5.54,-0.198,-0.277,-0.006,0.036,0.057,3.74,4.59
default_gust,correction_on,2.40,2.705,6.763,3.96,5.52,-0.198,-0.276,-0.004,0.032,0.054,3.75,4.57
default_gust,correction_on,2.45,2.654,6.634,3.96,5.49,-0.198,-0.275,-0.004,0.031,0.053,3.76,4.55
default_gust,correction_on,2.50,2.600,6.500,3.95,5.45,-0.198,-0.272,-0.004,0.028,0.050,3.77,4.52
default_gust,correction_on,2.55,2.545,6.362,3.95,5.35,-0.197,-0.268,-0.004,0.026,0.048,3.77,4.49
default_gust,correction_on,2.60,2.488,6.220,3.94,5.22,-0.197,-0.261,-0.004,0.023,0.045,3.77,4.46
default_gust,correction_on,2.65,2.430,6.075,3.93,5.06,-0.196,-0.253,-0.004,0.021,0.043,3.76,4.42
default_gust,correction_on,2.70,2.371,5.927,3.92,4.90,-0.196,-0.245,-0.003,0.017,0.040,3.76,4.38
default_gust,correction_on,2.75,2.311,5.776,3.91,4.75,-0.195,-0.238,-0.003,0.015,0.038,3.75,4.34
default_gust,correction_on,2.80,2.249,5.624,3.90,4.61,-0.195,-0.231,-0.003,0.012,0.035,3.74,4.28
default_gust,correction_on,2.85,2.188,5.469,3.89,4.49,-0.194,-0.225,-0.002,0.009,0.033,3.73,4.23
default_gust,correction_on,2.90,2.125,5.314,3.88,4.43,-0.194,-0.222,-0.001,0.006,0.031,3.73,4.17
default_gust,correction_on,2.95,2.063,5.157,3.88,4.48,-0.194,-0.224,-0.001,0.004,0.029,3.73,4.12
default_gust,correction_on,3.00,2.000,5.000,3.79,4.47,-0.189,-0.224,-0.079,-0.099,0.100,2.55,2.65
default_gust,correction_on,3.05,1.937,4.843,3.64,4.37,-0.182,-0.219,-0.079,-0.099,0.100,2.55,2.65
default_gust,correction_on,3.10,1.875,4.686,3.48,4.22,-0.174,-0.211,-0.081,-0.101,0.102,2.55,2.64
default_gust,correction_on,3.15,1.812,4.531,3.30,4.02,-0.165,-0.201,-0.082,-0.101,0.104,2.54,2.63
default_gust,correction_on,3.20,1.751,4.376,3.13,3.79,-0.156,-0.189,-0.084,-0.103,0.106,2.52,2.63
default_gust,correction_on,3.25,1.689,4.224,2.96,3.57,-0.148,-0.179,-0.085,-0.103,0.107,2.50,2.62
default_gust,correction_on,3.30,1.629,4.073,2.80,3.37,-0.140,-0.168,-0.087,-0.104,0.108,2.47,2.61
default_gust,correction_on,3.35,1.570,3.925,2.65,3.18,-0.133,-0.159,-0.088,-0.104,0.109,2.42,2.59
default_gust,correction_on,3.40,1.512,3.780,2.52,3.01,-0.126,-0.150,-0.089,-0.104,0.110,2.37,2.57
default_gust,correction_on,3.45,1.455,3.638,2.42,2.86,-0.121,-0.143,-0.089,-0.104,0.111,2.32,2.54
default_gust,correction_on,3.50,1.400,3.500,2.34,2.73,-0.117,-0.136,-0.091,-0.105,0.111,2.27,2.51
default_gust,correction_on,3.55,1.346,3.366,2.30,2.63,-0.115,-0.131,-0.091,-0.105,0.112,2.23,2.48
default_gust,correction_on,3.60,1.295,3.237,2.28,2.55,-0.114,-0.128,-0.093,-0.105,0.113,2.19,2.45
default_gust,correction_on,3.65,1.245,3.112,2.29,2.51,-0.115,-0.126,-0.093,-0.105,0.113,2.16,2.43
default_gust,correction_on,3.70,1.197,2.993,2.33,2.49,-0.116,-0.124,-0.095,-0.104,0.114,2.13,2.41
default_gust,correction_on,3.75,1.151,2.879,2.38,2.50,-0.119,-0.125,-0.095,-0.103,0.114,2.11,2.40
default_gust,correction_on,3.80,1.108,2.771,2.45,2.56,-0.122,-0.128,-0.096,-0.102,0.113,2.10,2.39
default_gust,correction_on,3.85,1.067,2.669,2.53,2.64,-0.126,-0.132,-0.097,-0.101,0.113,2.10,2.40
default_gust,correction_on,3.90,1.029,2.573,2.61,2.73,-0.130,-0.137,-0.098,-0.098,0.112,2.11,2.41
default_gust,correction_on,3.95,0.994,2.484,2.69,2.86,-0.134,-0.143,-0.098,-0.097,0.111,2.13,2.44
default_gust,correction_on,4.00,0.961,2.402,2.61,2.73,-0.131,-0.137,-0.094,-0.154,0.154,1.35,0.97
default_gust,correction_on,4.05,0.931,2.327,2.40,2.45,-0.120,-0.123,-0.094,-0.154,0.154,1.35,0.97
default_gust,correction_on,4.10,0.904,2.259,2.13,2.15,-0.107,-0.108,-0.095,-0.158,0.157,1.34,0.96
default_gust,correction_on,4.15,0.880,2.199,1.83,1.85,-0.091,-0.093,-0.095,-0.159,0.159,1.33,0.95
default_gust,correction_on,4.20,0.859,2.147,1.54,1.58,-0.077,-0.079,-0.095,-0.161,0.160,1.32,0.93
default_gust,correction_on,4.25,0.841,2.102,1.28,1.33,-0.064,-0.066,-0.096,-0.163,0.163,1.29,0.90
default_gust,correction_on,4.30,0.826,2.066,1.06,1.12,-0.053,-0.056,-0.096,-0.165,0.165,1.25,0.87
default_gust,correction_on,4.35,0.815,2.037,0.87,0.94,-0.044,-0.047,-0.097,-0.166,0.166,1.20,0.82
default_gust,correction_on,4.40,0.807,2.016,0.73,0.80,-0.037,-0.040,-0.098,-0.167,0.167,1.13,0.78
default_gust,correction_on,4.45,0.802,2.004,0.63,0.69,-0.032,-0.035,-0.098,-0.167,0.168,1.06,0.73
default_gust,correction_on,4.50,0.800,2.000,0.58,0.62,-0.029,-0.031,-0.099,-0.167,0.168,0.99,0.70
default_gust,correction_on,4.55,0.802,2.004,0.57,0.58,-0.029,-0.029,-0.099,-0.167,0.168,0.92,0.68
default_gust,correction_on,4.60,0.807,2.016,0.59,0.59,-0.029,-0.029,-0.100,-0.166,0.167,0.87,0.66
default_gust,correction_on,4.65,0.815,2.037,0.63,0.63,-0.031,-0.032,-0.100,-0.165,0.167,0.83,0.66
default_gust,correction_on,4.70,0.826,2.066,0.67,0.68,-0.034,-0.034,-0.100,-0.163,0.165,0.80,0.68
default_gust,correction_on,4.75,0.841,2.102,0.73,0.72,-0.037,-0.036,-0.100,-0.162,0.164,0.79,0.70
default_gust,correction_on,4.80,0.859,2.147,0.80,0.79,-0.040,-0.040,-0.100,-0.159,0.161,0.80,0.74
default_gust,correction_on,4.85,0.880,2.199,0.89,0.89,-0.044,-0.044,-0.100,-0.157,0.160,0.82,0.79
default_gust,correction_on,4.90,0.904,2.259,0.98,1.02,-0.049,-0.051,-0.101,-0.153,0.157,0.85,0.84
default_gust,correction_on,4.95,0.931,2.327,1.08,1.18,-0.054,-0.059,-0.102,-0.151,0.156,0.88,0.91
default_gust,correction_on,5.00,0.961,2.402,1.10,1.24,-0.055,-0.062,-0.012,-0.065,0.045,1.41,1.28
default_gust,correction_on,5.05,0.994,2.484,1.06,1.24,-0.053,-0.062,-0.012,-0.065,0.045,1.41,1.28
default_gust,correction_on,5.10,1.029,2.573,1.01,1.21,-0.050,-0.061,-0.011,-0.065,0.045,1.41,1.28
default_gust,correction_on,5.15,1.067,2.669,0.95,1.19,-0.048,-0.059,-0.011,-0.064,0.044,1.41,1.29
default_gust,correction_on,5.20,1.108,2.771,0.93,1.19,-0.047,-0.059,-0.011,-0.063,0.044,1.41,1.29
default_gust,correction_on,5.25,1.151,2.879,0.94,1.20,-0.047,-0.060,-0.010,-0.062,0.043,1.42,1.31
default_gust,correction_on,5.30,1.197,2.993,0.95,1.22,-0.047,-0.061,-0.010,-0.062,0.043,1.42,1.32
default_gust,correction_on,5.35,1.245,3.112,0.97,1.25,-0.049,-0.063,-0.010,-0.061,0.042,1.41,1.33
default_gust,correction_on,5.40,1.295,3.237,1.01,1.28,-0.050,-0.064,-0.010,-0.060,0.041,1.41,1.34
default_gust,correction_on,5.45,1.346,3.366,1.04,1.30,-0.052,-0.065,-0.010,-0.059,0.040,1.40,1.36
default_gust,correction_on,5.50,1.400,3.500,1.08,1.31,-0.054,-0.066,-0.010,-0.059,0.040,1.40,1.37
default_gust,correction_on,5.55,1.455,3.638,1.12,1.33,-0.056,-0.066,-0.011,-0.057,0.038,1.39,1.38
default_gust,correction_on,5.60,1.512,3.780,1.16,1.34,-0.058,-0.067,-0.011,-0.057,0.037,1.39,1.40
default_gust,correction_on,5.65,1.570,3.925,1.20,1.35,-0.060,-0.068,-0.012,-0.056,0.036,1.39,1.41
default_gust,correction_on,5.70,1.629,4.073,1.24,1.37,-0.062,-0.069,-0.013,-0.055,0.036,1.38,1.42
default_gust,correction_on,5.75,1.689,4.224,1.28,1.39,-0.064,-0.070,-0.013,-0.055,0.035,1.38,1.43
default_gust,correction_on,5.80,1.751,4.376,1.32,1.41,-0.066,-0.071,-0.013,-0.054,0.035,1.38,1.44
default_gust,correction_on,5.85,1.812,4.531,1.36,1.43,-0.068,-0.071,-0.014,-0.054,0.034,1.38,1.45
default_gust,correction_on,5.90,1.875,4.686,1.38,1.44,-0.069,-0.072,-0.014,-0.054,0.034,1.38,1.46
default_gust,correction_on,5.95,1.937,4.843,1.41,1.47,-0.070,-0.073,-0.014,-0.053,0.034,1.38,1.46
default_gust,correction_on,6.00,2.000,5.000,1.57,1.61,-0.078,-0.080,0.054,0.083,0.126,2.73,3.11
default_gust,correction_on,6.05,2.063,5.157,1.80,1.78,-0.090,-0.089,0.054,0.083,0.126,2.73,3.11
default_gust,correction_on,6.10,2.125,5.314,2.06,1.96,-0.103,-0.098,0.059,0.085,0.130,2.76,3.12
default_gust,correction_on,6.15,2.188,5.469,2.33,2.14,-0.116,-0.107,0.062,0.086,0.133,2.80,3.12
default_gust,correction_on,6.20,2.249,5.624,2.59,2.32,-0.129,-0.116,0.066,0.088,0.137,2.85,3.14
default_gust,correction_on,6.25,2.311,5.776,2.83,2.50,-0.142,-0.125,0.068,0.089,0.139,2.91,3.16
default_gust,correction_on,6.30,2.371,5.927,3.06,2.69,-0.153,-0.135,0.071,0.091,0.142,2.98,3.19
default_gust,correction_on,6.35,2.430,6.075,3.26,2.88,-0.163,-0.144,0.073,0.091,0.144,3.05,3.22
default_gust,correction_on,6.40,2.488,6.220,3.43,3.06,-0.172,-0.153,0.075,0.093,0.146,3.13,3.25
default_gust,correction_on,6.45,2.545,6.362,3.58,3.24,-0.179,-0.162,0.076,0.093,0.147,3.20,3.29
default_gust,correction_on,6.50,2.600,6.500,3.69,3.39,-0.185,-0.170,0.078,0.094,0.149,3.26,3.32
default_gust,correction_on,6.55,2.654,6.634,3.77,3.52,-0.189,-0.176,0.079,0.095,0.150,3.31,3.35
default_gust,correction_on,6.60,2.705,6.763,3.82,3.63,-0.191,-0.182,0.080,0.095,0.151,3.35,3.38
default_gust,correction_on,6.65,2.755,6.888,3.85,3.72,-0.192,-0.186,0.080,0.095,0.151,3.38,3.41
default_gust,correction_on,6.70,2.803,7.007,3.84,3.77,-0.192,-0.188,0.080,0.094,0.150,3.39,3.42
default_gust,correction_on,6.75,2.849,7.121,3.80,3.79,-0.190,-0.190,0.080,0.093,0.149,3.39,3.44
default_gust,correction_on,6.80,2.892,7.229,3.74,3.78,-0.187,-0.189,0.079,0.091,0.148,3.37,3.44
default_gust,correction_on,6.85,2.933,7.331,3.66,3.76,-0.183,-0.188,0.078,0.090,0.146,3.35,3.44
default_gust,correction_on,6.90,2.971,7.427,3.57,3.73,-0.179,-0.186,0.077,0.087,0.143,3.30,3.42
default_gust,correction_on,6.95,3.006,7.516,3.48,3.68,-0.174,-0.184,0.075,0.085,0.141,3.25,3.39
default_gust,correction_on,7.00,3.039,7.598,3.60,3.69,-0.180,-0.184,0.037,0.136,0.165,3.81,4.77
default_gust,correction_on,7.05,3.069,7.673,3.82,3.77,-0.191,-0.188,0.037,0.136,0.165,3.81,4.77
default_gust,correction_on,7.10,3.096,7.741,4.08,3.88,-0.204,-0.194,0.038,0.136,0.166,3.84,4.77
default_gust,correction_on,7.15,3.120,7.801,4.34,4.01,-0.217,-0.201,0.040,0.136,0.166,3.87,4.75
default_gust,correction_on,7.20,3.141,7.853,4.57,4.14,-0.229,-0.207,0.041,0.135,0.166,3.91,4.74
default_gust,correction_on,7.25,3.159,7.898,4.77,4.26,-0.238,-0.213,0.043,0.135,0.166,3.95,4.73
default_gust,correction_on,7.30,3.174,7.934,4.93,4.38,-0.246,-0.219,0.044,0.134,0.166,4.01,4.71
default_gust,correction_on,7.35,3.185,7.963,5.05,4.49,-0.252,-0.224,0.045,0.133,0.165,4.07,4.70
default_gust,correction_on,7.40,3.193,7.984,5.13,4.58,-0.256,-0.229,0.046,0.132,0.165,4.13,4.70
default_gust,correction_on,7.45,3.198,7.996,5.17,4.66,-0.258,-0.233,0.047,0.130,0.164,4.19,4.69
default_gust,correction_on,7.50,3.200,8.000,5.17,4.75,-0.259,-0.237,0.047,0.129,0.163,4.23,4.68
default_gust,correction_on,7.55,3.198,7.996,5.14,4.83,-0.257,-0.242,0.048,0.127,0.161,4.28,4.67
default_gust,correction_on,7.60,3.193,7.984,5.09,4.92,-0.255,-0.246,0.048,0.125,0.160,4.31,4.67
default_gust,correction_on,7.65,3.185,7.963,5.02,5.00,-0.251,-0.250,0.048,0.123,0.158,4.32,4.66
default_gust,correction_on,7.70,3.174,7.934,4.92,5.02,-0.246,-0.251,0.048,0.122,0.156,4.32,4.65
default_gust,correction_on,7.75,3.159,7.898,4.79,4.96,-0.239,-0.248,0.047,0.119,0.153,4.31,4.64
default_gust,correction_on,7.80,3.141,7.853,4.66,4.87,-0.233,-0.243,0.047,0.117,0.152,4.28,4.63
default_gust,correction_on,7.85,3.120,7.801,4.52,4.76,-0.226,-0.238,0.046,0.114,0.148,4.24,4.61
default_gust,correction_on,7.90,3.096,7.741,4.41,4.73,-0.221,-0.237,0.045,0.111,0.146,4.19,4.59
default_gust,correction_on,7.95,3.069,7.673,4.33,4.75,-0.217,-0.237,0.043,0.108,0.142,4.13,4.56
default_gust,correction_on,8.00,3.039,7.598,4.25,4.79,-0.212,-0.240,-0.009,0.009,0.031,3.64,4.20
default_gust,correction_on,8.05,3.006,7.516,4.17,4.86,-0.208,-0.243,-0.009,0.009,0.031,3.64,4.20
default_gust,correction_on,8.10,2.971,7.427,4.10,4.92,-0.205,-0.246,-0.010,0.008,0.029,3.65,4.18
default_gust,correction_on,8.15,2.933,7.331,4.04,4.98,-0.202,-0.249,-0.011,0.008,0.029,3.67,4.17
default_gust,correction_on,8.20,2.892,7.229,4.00,5.03,-0.200,-0.251,-0.012,0.007,0.028,3.68,4.16
default_gust,correction_on,8.25,2.849,7.121,3.98,5.05,-0.199,-0.253,-0.012,0.007,0.028,3.69,4.16
default_gust,correction_on,8.30,2.803,7.007,3.96,5.07,-0.198,-0.254,-0.013,0.008,0.028,3.69,4.17
default_gust,correction_on,8.35,2.755,6.888,3.96,5.08,-0.198,-0.254,-0.014,0.008,0.028,3.70,4.18
default_gust,correction_on,8.40,2.705,6.763,3.96,5.07,-0.198,-0.254,-0.015,0.008,0.029,3.70,4.19
default_gust,correction_on,8.45,2.654,6.634,3.97,5.07,-0.199,-0.253,-0.016,0.009,0.029,3.70,4.21
default_gust,correction_on,8.50,2.600,6.500,3.99,5.05,-0.199,-0.252,-0.017,0.010,0.030,3.70,4.23
default_gust,correction_on,8.55,2.545,6.362,4.01,4.99,-0.200,-0.250,-0.017,0.010,0.030,3.70,4.25
default_gust,correction_on,8.60,2.488,6.220,4.03,4.91,-0.201,-0.245,-0.018,0.011,0.031,3.71,4.26
default_gust,correction_on,8.65,2.430,6.075,4.06,4.82,-0.203,-0.241,-0.019,0.011,0.031,3.72,4.28
default_gust,correction_on,8.70,2.371,5.927,4.09,4.74,-0.204,-0.237,-0.019,0.012,0.032,3.73,4.28
default_gust,correction_on,8.75,2.311,5.776,4.12,4.67,-0.206,-0.233,-0.019,0.012,0.032,3.75,4.29
default_gust,correction_on,8.80,2.249,5.624,4.15,4.62,-0.208,-0.231,-0.019,0.013,0.033,3.76,4.28
default_gust,correction_on,8.85,2.188,5.469,4.19,4.59,-0.209,-0.229,-0.019,0.014,0.034,3.78,4.28
default_gust,correction_on,8.90,2.125,5.314,4.22,4.59,-0.211,-0.230,-0.020,0.014,0.034,3.80,4.27
default_gust,correction_on,8.95,2.063,5.157,4.26,4.65,-0.213,-0.232,-0.020,0.014,0.034,3.82,4.25
default_gust,correction_on,9.00,2.000,5.000,4.17,4.54,-0.208,-0.227,-0.072,-0.082,0.083,2.83,2.69
default_gust,correction_on,9.05,1.937,4.843,4.00,4.28,-0.200,-0.214,-0.072,-0.082,0.083,2.83,2.69
default_gust,correction_on,9.10,1.875,4.686,3.79,3.99,-0.190,-0.199,-0.074,-0.085,0.086,2.81,2.67
default_gust,correction_on,9.15,1.812,4.531,3.57,3.69,-0.178,-0.184,-0.075,-0.086,0.087,2.79,2.66
default_gust,correction_on,9.20,1.751,4.376,3.35,3.40,-0.167,-0.170,-0.077,-0.088,0.090,2.76,2.64
default_gust,correction_on,9.25,1.689,4.224,3.14,3.14,-0.157,-0.157,-0.078,-0.089,0.092,2.72,2.60
default_gust,correction_on,9.30,1.629,4.073,2.94,2.89,-0.147,-0.145,-0.081,-0.091,0.094,2.67,2.56
default_gust,correction_on,9.35,1.570,3.925,2.77,2.68,-0.139,-0.134,-0.082,-0.091,0.096,2.61,2.50
default_gust,correction_on,9.40,1.512,3.780,2.63,2.50,-0.131,-0.125,-0.084,-0.092,0.097,2.54,2.44
default_gust,correction_on,9.45,1.455,3.638,2.51,2.34,-0.126,-0.117,-0.085,-0.092,0.098,2.46,2.39
default_gust,correction_on,9.50,1.400,3.500,2.43,2.22,-0.122,-0.111,-0.087,-0.092,0.100,2.40,2.34
default_gust,correction_on,9.55,1.346,3.366,2.39,2.18,-0.119,-0.109,-0.088,-0.092,0.100,2.33,2.30
default_gust,correction_on,9.60,1.295,3.237,2.36,2.20,-0.118,-0.110,-0.090,-0.091,0.101,2.27,2.27
default_gust,correction_on,9.65,1.245,3.112,2.37,2.27,-0.118,-0.113,-0.091,-0.091,0.102,2.22,2.25
default_gust,correction_on,9.70,1.197,2.993,2.39,2.37,-0.120,-0.119,-0.092,-0.090,0.102,2.19,2.24
default_gust,correction_on,9.75,1.151,2.879,2.44,2.47,-0.122,-0.123,-0.093,-0.089,0.101,2.16,2.25
default_gust,correction_on,9.80,1.108,2.771,2.50,2.56,-0.125,-0.128,-0.093,-0.087,0.100,2.15,2.27
default_gust,correction_on,9.85,1.067,2.669,2.57,2.63,-0.128,-0.132,-0.093,-0.086,0.100,2.16,2.31
default_gust,correction_on,9.90,1.029,2.573,2.64,2.70,-0.132,-0.135,-0.093,-0.083,0.098,2.17,2.36
default_gust,correction_on,9.95,0.994,2.484,2.72,2.80,-0.136,-0.140,-0.092,-0.082,0.096,2.20,2.42
default_gust,correction_on,10.00,0.961,2.402,2.67,2.72,-0.133,-0.136,-0.099,-0.172,0.172,1.38,0.89
default_gust,correction_on,10.05,0.931,2.327,2.52,2.54,-0.126,-0.127,-0.099,-0.172,0.172,1.38,0.89
default_gust,correction_on,10.10,0.904,2.259,2.33,2.30,-0.116,-0.115,-0.099,-0.173,0.173,1.39,0.89
default_gust,correction_on,10.15,0.880,2.199,2.10,2.07,-0.105,-0.103,-0.098,-0.174,0.174,1.40,0.89
default_gust,correction_on,10.20,0.859,2.147,1.87,1.86,-0.093,-0.093,-0.098,-0.175,0.174,1.40,0.89
default_gust,correction_on,10.25,0.841,2.102,1.65,1.67,-0.082,-0.083,-0.099,-0.175,0.175,1.39,0.89
default_gust,correction_on,10.30,0.826,2.066,1.44,1.50,-0.072,-0.075,-0.099,-0.176,0.176,1.37,0.87
default_gust,correction_on,10.35,0.815,2.037,1.26,1.36,-0.063,-0.068,-0.100,-0.176,0.176,1.33,0.86
default_gust,correction_on,10.40,0.807,2.016,1.12,1.24,-0.056,-0.062,-0.101,-0.176,0.176,1.29,0.84
default_gust,correction_on,10.45,0.802,2.004,1.01,1.14,-0.050,-0.057,-0.102,-0.175,0.177,1.22,0.82
default_gust,correction_on,10.50,0.800,2.000,0.93,1.07,-0.047,-0.053,-0.103,-0.175,0.177,1.15,0.80
default_gust,correction_on,10.55,0.802,2.004,0.90,1.03,-0.045,-0.051,-0.104,-0.174,0.176,1.08,0.79
default_gust,correction_on,10.60,0.807,2.016,0.90,1.01,-0.045,-0.050,-0.105,-0.173,0.176,1.01,0.79
default_gust,correction_on,10.65,0.815,2.037,0.91,1.00,-0.046,-0.050,-0.106,-0.171,0.175,0.96,0.79
default_gust,correction_on,10.70,0.826,2.066,0.94,1.02,-0.047,-0.051,-0.106,-0.170,0.174,0.91,0.80
default_gust,correction_on,10.75,0.841,2.102,0.98,1.04,-0.049,-0.052,-0.106,-0.168,0.172,0.88,0.82
default_gust,correction_on,10.80,0.859,2.147,1.03,1.08,-0.052,-0.054,-0.106,-0.166,0.171,0.86,0.84
default_gust,correction_on,10.85,0.880,2.199,1.10,1.16,-0.055,-0.058,-0.106,-0.163,0.168,0.86,0.87
default_gust,correction_on,10.90,0.904,2.259,1.19,1.28,-0.059,-0.064,-0.106,-0.162,0.167,0.88,0.91
default_gust,correction_on,10.95,0.931,2.327,1.28,1.41,-0.064,-0.071,-0.105,-0.157,0.163,0.90,0.95
default_gust,correction_on,11.00,0.961,2.402,1.29,1.42,-0.064,-0.071,-0.009,-0.059,0.040,1.60,1.24
default_gust,correction_on,11.05,0.994,2.484,1.21,1.34,-0.060,-0.067,-0.009,-0.059,0.040,1.60,1.24
default_gust,correction_on,11.10,1.029,2.573,1.11,1.24,-0.056,-0.062,-0.011,-0.061,0.042,1.57,1.23
default_gust,correction_on,11.15,1.067,2.669,1.02,1.13,-0.051,-0.056,-0.012,-0.063,0.043,1.54,1.22
default_gust,correction_on,11.20,1.108,2.771,0.96,1.04,-0.048,-0.052,-0.013,-0.065,0.046,1.50,1.20
default_gust,correction_on,11.25,1.151,2.879,0.92,0.98,-0.046,-0.049,-0.014,-0.067,0.047,1.47,1.18
default_gust,correction_on,11.30,1.197,2.993,0.90,0.93,-0.045,-0.046,-0.015,-0.070,0.050,1.43,1.16
default_gust,correction_on,11.35,1.245,3.112,0.90,0.89,-0.045,-0.044,-0.015,-0.072,0.052,1.39,1.13
default_gust,correction_on,11.40,1.295,3.237,0.89,0.85,-0.045,-0.043,-0.016,-0.075,0.055,1.35,1.09
default_gust,correction_on,11.45,1.346,3.366,0.90,0.82,-0.045,-0.041,-0.016,-0.076,0.056,1.32,1.06
default_gust,correction_on,11.50,1.400,3.500,0.90,0.79,-0.045,-0.039,-0.017,-0.080,0.060,1.30,1.03
default_gust,correction_on,11.55,1.455,3.638,0.91,0.76,-0.046,-0.038,-0.017,-0.082,0.062,1.28,1.00
default_gust,correction_on,11.60,1.512,3.780,0.92,0.74,-0.046,-0.037,-0.018,-0.085,0.065,1.26,0.97
default_gust,correction_on,11.65,1.570,3.925,0.94,0.72,-0.047,-0.036,-0.019,-0.087,0.067,1.26,0.95
default_gust,correction_on,11.70,1.629,4.073,0.96,0.71,-0.048,-0.036,-0.019,-0.090,0.070,1.25,0.92
default_gust,correction_on,11.75,1.689,4.224,0.98,0.71,-0.049,-0.036,-0.020,-0.092,0.072,1.25,0.90
default_gust,correction_on,11.80,1.751,4.376,1.00,0.72,-0.050,-0.036,-0.021,-0.094,0.074,1.25,0.88
default_gust,correction_on,11.85,1.812,4.531,1.02,0.73,-0.051,-0.037,-0.021,-0.095,0.075,1.25,0.86
default_gust,correction_on,11.90,1.875,4.686,1.04,0.75,-0.052,-0.038,-0.022,-0.097,0.077,1.25,0.85
default_gust,correction_on,11.95,1.937,4.843,1.06,0.79,-0.053,-0.039,-0.023,-0.098,0.078,1.25,0.85
default_gust,correction_on,12.00,2.000,5.000,1.22,0.90,-0.061,-0.045,0.074,0.114,0.163,3.02,3.08
default_gust,correction_on,12.05,2.063,5.157,1.47,1.04,-0.073,-0.052,0.074,0.114,0.163,3.02,3.08
default_gust,correction_on,12.10,2.125,5.314,1.73,1.18,-0.086,-0.059,0.077,0.115,0.165,3.03,3.08
default_gust,correction_on,12.15,2.188,5.469,2.01,1.32,-0.100,-0.066,0.079,0.116,0.167,3.04,3.08
default_gust,correction_on,12.20,2.249,5.624,2.27,1.46,-0.114,-0.073,0.082,0.116,0.169,3.05,3.08
default_gust,correction_on,12.25,2.311,5.776,2.53,1.62,-0.126,-0.081,0.083,0.116,0.169,3.09,3.10
default_gust,correction_on,12.30,2.371,5.927,2.76,1.79,-0.138,-0.090,0.085,0.115,0.170,3.12,3.11
default_gust,correction_on,12.35,2.430,6.075,2.97,1.97,-0.148,-0.099,0.086,0.114,0.170,3.17,3.12
default_gust,correction_on,12.40,2.488,6.220,3.15,2.15,-0.157,-0.108,0.088,0.111,0.168,3.22,3.13
default_gust,correction_on,12.45,2.545,6.362,3.30,2.32,-0.165,-0.116,0.088,0.110,0.168,3.27,3.14
default_gust,correction_on,12.50,2.600,6.500,3.44,2.47,-0.172,-0.124,0.089,0.106,0.166,3.33,3.14
default_gust,correction_on,12.55,2.654,6.634,3.54,2.61,-0.177,-0.130,0.090,0.104,0.164,3.37,3.14
default_gust,correction_on,12.60,2.705,6.763,3.61,2.71,-0.180,-0.136,0.090,0.099,0.161,3.40,3.13
default_gust,correction_on,12.65,2.755,6.888,3.64,2.79,-0.182,-0.140,0.090,0.097,0.159,3.43,3.12
default_gust,correction_on,12.70,2.803,7.007,3.65,2.85,-0.182,-0.142,0.089,0.092,0.155,3.44,3.10
default_gust,correction_on,12.75,2.849,7.121,3.63,2.90,-0.181,-0.145,0.088,0.090,0.153,3.44,3.08
default_gust,correction_on,12.80,2.892,7.229,3.59,2.94,-0.179,-0.147,0.087,0.084,0.148,3.43,3.06
default_gust,correction_on,12.85,2.933,7.331,3.52,2.97,-0.176,-0.149,0.086,0.082,0.145,3.40,3.03
default_gust,correction_on,12.90,2.971,7.427,3.43,2.98,-0.172,-0.149,0.084,0.076,0.140,3.36,2.99
default_gust,correction_on,12.95,3.006,7.516,3.34,2.98,-0.167,-0.149,0.083,0.074,0.138,3.31,2.96
default_gust,correction_on,13.00,3.039,7.598,3.49,3.05,-0.175,-0.153,0.016,0.132,0.156,3.73,4.73
default_gust,correction_on,13.05,3.069,7.673,3.77,3.24,-0.188,-0.162,0.016,0.132,0.156,3.73,4.73
default_gust,correction_on,13.10,3.096,7.741,4.08,3.46,-0.204,-0.173,0.022,0.137,0.162,3.78,4.75
default_gust,correction_on,13.15,3.120,7.801,4.40,3.70,-0.220,-0.185,0.028,0.140,0.166,3.84,4.76
default_gust,correction_on,13.20,3.141,7.853,4.69,3.92,-0.235,-0.196,0.030,0.141,0.169,3.91,4.77
default_gust,correction_on,13.25,3.159,7.898,4.94,4.11,-0.247,-0.206,0.037,0.144,0.173,3.99,4.79
default_gust,correction_on,13.30,3.174,7.934,5.14,4.28,-0.257,-0.214,0.040,0.145,0.175,4.10,4.81
default_gust,correction_on,13.35,3.185,7.963,5.30,4.44,-0.265,-0.222,0.047,0.147,0.179,4.21,4.84
default_gust,correction_on,13.40,3.193,7.984,5.43,4.58,-0.271,-0.229,0.050,0.148,0.181,4.34,4.87
default_gust,correction_on,13.45,3.198,7.996,5.52,4.73,-0.276,-0.237,0.056,0.148,0.184,4.46,4.89
default_gust,correction_on,13.50,3.200,8.000,5.58,4.87,-0.279,-0.243,0.059,0.149,0.185,4.59,4.91
default_gust,correction_on,13.55,3.198,7.996,5.60,4.99,-0.280,-0.249,0.064,0.148,0.187,4.69,4.92
