wind_label,phase,t_s,tau_x,tau_y,tau_z,tau_x_raw,tau_y_raw,tau_z_raw,tauff_x,tauff_y,tauff_z,roll_deg,pitch_deg,wx_rad_s,wy_rad_s
default,rot_on,1.30,0.0075,-0.0262,0.0015,0.0088,-0.0269,0.0015,-0.001,0.003,-0.000,2.105,3.258,0.0019,-0.0073
default,rot_on,1.35,0.0078,-0.0264,0.0015,0.0089,-0.0270,0.0015,-0.001,0.003,-0.000,2.112,3.235,0.0024,-0.0091
default,rot_on,1.40,0.0081,-0.0265,0.0015,0.0092,-0.0271,0.0015,-0.001,0.003,-0.000,2.120,3.204,0.0022,-0.0113
default,rot_on,1.45,0.0084,-0.0266,0.0015,0.0097,-0.0268,0.0015,-0.001,0.003,-0.000,2.128,3.176,0.0030,-0.0112
default,rot_on,1.50,0.0087,-0.0266,0.0015,0.0100,-0.0267,0.0015,-0.001,0.003,-0.000,2.136,3.143,0.0028,-0.0106
default,rot_on,1.55,0.0090,-0.0266,0.0015,0.0100,-0.0268,0.0014,-0.001,0.003,-0.000,2.144,3.112,0.0040,-0.0109
default,rot_on,1.60,0.0091,-0.0267,0.0015,0.0098,-0.0267,0.0014,-0.001,0.003,-0.000,2.154,3.078,0.0040,-0.0103
default,rot_on,1.65,0.0092,-0.0267,0.0015,0.0093,-0.0268,0.0015,-0.001,0.003,-0.000,2.163,3.049,0.0036,-0.0103
default,rot_on,1.70,0.0092,-0.0267,0.0015,0.0092,-0.0267,0.0015,-0.001,0.003,-0.000,2.175,3.019,0.0037,-0.0098
default,rot_on,1.75,0.0092,-0.0267,0.0015,0.0094,-0.0265,0.0015,-0.001,0.003,-0.000,2.187,2.992,0.0048,-0.0087
default,rot_on,1.80,0.0092,-0.0267,0.0015,0.0091,-0.0266,0.0015,-0.001,0.003,-0.000,2.201,2.963,0.0049,-0.0094
default,rot_on,1.85,0.0091,-0.0266,0.0015,0.0086,-0.0264,0.0015,-0.001,0.003,-0.000,2.210,2.939,0.0031,-0.0075
default,rot_on,1.90,0.0089,-0.0265,0.0015,0.0084,-0.0263,0.0015,-0.001,0.003,-0.000,2.219,2.913,0.0021,-0.0071
default,rot_on,1.95,0.0089,-0.0265,0.0015,0.0085,-0.0263,0.0015,-0.001,0.003,-0.000,2.226,2.893,0.0021,-0.0061
default,rot_on,2.00,0.0088,-0.0264,0.0015,0.0083,-0.0263,0.0015,-0.001,0.003,-0.000,2.230,2.877,0.0010,-0.0036
default,rot_on,2.05,0.0088,-0.0264,0.0015,0.0088,-0.0264,0.0015,-0.001,0.003,-0.000,2.233,2.868,-0.0004,-0.0024
default,rot_on,2.10,0.0088,-0.0265,0.0015,0.0090,-0.0266,0.0015,-0.001,0.003,-0.000,2.234,2.862,-0.0007,-0.0012
default,rot_on,2.15,0.0089,-0.0265,0.0015,0.0092,-0.0267,0.0014,-0.001,0.003,-0.000,2.231,2.861,-0.0011,0.0013
default,rot_on,2.20,0.0091,-0.0265,0.0015,0.0101,-0.0264,0.0014,-0.001,0.003,-0.000,2.224,2.864,-0.0038,0.0032
default,rot_on,2.25,0.0095,-0.0264,0.0015,0.0109,-0.0260,0.0014,-0.001,0.003,-0.000,2.217,2.872,-0.0050,0.0044
default,rot_on,2.30,0.0100,-0.0263,0.0014,0.0119,-0.0258,0.0014,-0.001,0.003,-0.000,2.204,2.885,-0.0060,0.0051
default,rot_on,2.35,0.0106,-0.0261,0.0014,0.0131,-0.0255,0.0013,-0.001,0.003,-0.000,2.190,2.898,-0.0055,0.0053
default,rot_on,2.40,0.0113,-0.0260,0.0014,0.0139,-0.0253,0.0013,-0.001,0.003,-0.000,2.175,2.915,-0.0064,0.0068
default,rot_on,2.45,0.0119,-0.0258,0.0014,0.0143,-0.0254,0.0013,-0.001,0.003,-0.000,2.160,2.933,-0.0063,0.0072
default,rot_on,2.50,0.0125,-0.0258,0.0013,0.0150,-0.0254,0.0012,-0.001,0.003,-0.000,2.140,2.952,-0.0058,0.0071
default,rot_on,2.55,0.0129,-0.0258,0.0013,0.0146,-0.0259,0.0013,-0.001,0.003,-0.000,2.120,2.969,-0.0080,0.0065
default,rot_on,2.60,0.0133,-0.0259,0.0013,0.0147,-0.0263,0.0013,-0.001,0.003,-0.000,2.098,2.987,-0.0093,0.0061
default,rot_on,2.65,0.0135,-0.0260,0.0013,0.0145,-0.0267,0.0012,-0.001,0.003,-0.000,2.078,3.003,-0.0077,0.0075
default,rot_on,2.70,0.0136,-0.0263,0.0013,0.0137,-0.0276,0.0012,-0.001,0.003,-0.000,2.055,3.021,-0.0083,0.0061
default,rot_on,2.75,0.0135,-0.0267,0.0013,0.0134,-0.0281,0.0012,-0.001,0.003,-0.000,2.036,3.037,-0.0084,0.0072
default,rot_on,2.80,0.0133,-0.0272,0.0013,0.0127,-0.0290,0.0012,-0.001,0.003,-0.000,2.015,3.054,-0.0076,0.0066
default,rot_on,2.85,0.0130,-0.0277,0.0012,0.0117,-0.0298,0.0012,-0.001,0.003,-0.000,2.000,3.072,-0.0062,0.0084
default,rot_on,2.90,0.0125,-0.0283,0.0012,0.0104,-0.0309,0.0011,-0.001,0.003,-0.000,1.985,3.095,-0.0049,0.0098
default,rot_on,2.95,0.0120,-0.0290,0.0012,0.0099,-0.0317,0.0011,-0.001,0.003,-0.000,1.975,3.118,-0.0025,0.0102
default,rot_on,3.00,0.0115,-0.0296,0.0012,0.0098,-0.0320,0.0011,-0.001,0.003,-0.000,1.968,3.148,-0.0033,0.0110
default,rot_on,3.05,0.0112,-0.0301,0.0012,0.0099,-0.0322,0.0011,-0.001,0.003,-0.000,1.965,3.175,-0.0012,0.0107
default,rot_on,3.10,0.0109,-0.0306,0.0011,0.0097,-0.0325,0.0011,-0.001,0.003,-0.000,1.963,3.203,-0.0020,0.0089
default,rot_on,3.15,0.0107,-0.0310,0.0011,0.0099,-0.0324,0.0011,-0.001,0.003,-0.000,1.962,3.227,-0.0002,0.0090
default,rot_on,3.20,0.0105,-0.0313,0.0011,0.0095,-0.0327,0.0011,-0.001,0.003,-0.000,1.961,3.249,-0.0022,0.0078
default,rot_on,3.25,0.0104,-0.0316,0.0011,0.0102,-0.0326,0.0011,-0.001,0.003,-0.000,1.961,3.271,0.0001,0.0072
default,rot_on,3.30,0.0104,-0.0317,0.0011,0.0104,-0.0325,0.0010,-0.001,0.003,-0.000,1.961,3.290,-0.0008,0.0069
default,rot_on,3.35,0.0104,-0.0319,0.0011,0.0105,-0.0326,0.0011,-0.001,0.003,-0.000,1.961,3.306,-0.0011,0.0058
default,rot_on,3.40,0.0104,-0.0320,0.0011,0.0101,-0.0325,0.0011,-0.001,0.003,-0.000,1.959,3.322,-0.0027,0.0063
default,rot_on,3.45,0.0103,-0.0321,0.0011,0.0103,-0.0326,0.0011,-0.001,0.003,-0.000,1.956,3.333,-0.0017,0.0035
default,rot_on,3.50,0.0103,-0.0322,0.0011,0.0102,-0.0322,0.0011,-0.001,0.003,-0.000,1.954,3.343,-0.0022,0.0045
default,rot_on,3.55,0.0102,-0.0322,0.0011,0.0099,-0.0324,0.0011,-0.001,0.003,-0.000,1.950,3.351,-0.0025,0.0037
default,rot_on,3.60,0.0102,-0.0322,0.0011,0.0099,-0.0322,0.0011,-0.001,0.003,-0.000,1.947,3.358,-0.0027,0.0026
default,rot_on,3.65,0.0101,-0.0322,0.0011,0.0097,-0.0321,0.0011,-0.001,0.003,-0.000,1.943,3.364,-0.0026,0.0027
default,rot_on,3.70,0.0099,-0.0322,0.0011,0.0094,-0.0320,0.0011,-0.001,0.003,-0.000,1.938,3.370,-0.0020,0.0033
default,rot_on,3.75,0.0097,-0.0321,0.0011,0.0088,-0.0321,0.0011,-0.001,0.003,-0.000,1.933,3.374,-0.0033,0.0014
default,rot_on,3.80,0.0095,-0.0321,0.0011,0.0086,-0.0319,0.0011,-0.001,0.003,-0.000,1.925,3.378,-0.0038,0.0004
default,rot_on,3.85,0.0092,-0.0320,0.0011,0.0082,-0.0316,0.0012,-0.001,0.003,-0.000,1.918,3.380,-0.0045,0.0015
default,rot_on,3.90,0.0090,-0.0319,0.0011,0.0080,-0.0317,0.0012,-0.001,0.003,-0.000,1.911,3.377,-0.0044,-0.0018
default,rot_on,3.95,0.0087,-0.0318,0.0011,0.0076,-0.0313,0.0012,-0.001,0.003,-0.000,1.903,3.370,-0.0049,-0.0030
default,rot_on,4.00,0.0084,-0.0317,0.0012,0.0070,-0.0313,0.0012,-0.001,0.003,-0.000,1.895,3.357,-0.0052,-0.0054
default,rot_on,4.05,0.0081,-0.0315,0.0012,0.0070,-0.0308,0.0012,-0.001,0.003,-0.000,1.886,3.343,-0.0044,-0.0052
default,rot_on,4.10,0.0077,-0.0314,0.0012,0.0061,-0.0308,0.0013,-0.001,0.003,-0.000,1.874,3.322,-0.0054,-0.0070
default,rot_on,4.15,0.0073,-0.0312,0.0012,0.0057,-0.0304,0.0013,-0.001,0.003,-0.000,1.862,3.301,-0.0056,-0.0087
default,rot_on,4.20,0.0070,-0.0309,0.0012,0.0056,-0.0300,0.0013,-0.001,0.003,-0.000,1.847,3.277,-0.0071,-0.0080
default,rot_on,4.25,0.0066,-0.0307,0.0012,0.0050,-0.0298,0.0013,-0.001,0.003,-0.000,1.832,3.251,-0.0068,-0.0084
default,rot_on,4.30,0.0061,-0.0305,0.0013,0.0045,-0.0296,0.0013,-0.001,0.003,-0.000,1.819,3.224,-0.0059,-0.0081
default,rot_on,4.35,0.0058,-0.0302,0.0013,0.0046,-0.0293,0.0013,-0.001,0.003,-0.000,1.806,3.199,-0.0051,-0.0082
default,rot_on,4.40,0.0056,-0.0300,0.0013,0.0045,-0.0290,0.0013,-0.001,0.003,-0.000,1.799,3.174,-0.0033,-0.0076
default,rot_on,4.45,0.0054,-0.0298,0.0013,0.0045,-0.0289,0.0013,-0.001,0.003,-0.000,1.794,3.153,-0.0015,-0.0068
default,rot_on,4.50,0.0051,-0.0296,0.0013,0.0042,-0.0288,0.0013,-0.001,0.003,-0.000,1.792,3.134,-0.0022,-0.0056
default,rot_on,4.55,0.0049,-0.0294,0.0013,0.0042,-0.0289,0.0013,-0.000,0.003,-0.000,1.792,3.118,0.0004,-0.0050
default,rot_on,4.60,0.0048,-0.0293,0.0013,0.0042,-0.0289,0.0013,-0.000,0.003,-0.000,1.795,3.104,0.0002,-0.0032
default,rot_on,4.65,0.0048,-0.0293,0.0013,0.0048,-0.0290,0.0013,-0.000,0.003,-0.000,1.801,3.094,0.0017,-0.0030
default,rot_on,4.70,0.0048,-0.0292,0.0013,0.0050,-0.0291,0.0013,-0.000,0.003,-0.000,1.808,3.083,0.0022,-0.0026
default,rot_on,4.75,0.0050,-0.0293,0.0013,0.0055,-0.0294,0.0013,-0.000,0.003,-0.000,1.818,3.077,0.0023,-0.0016
default,rot_on,4.80,0.0053,-0.0293,0.0013,0.0064,-0.0296,0.0012,-0.001,0.003,-0.000,1.829,3.071,0.0036,-0.0015
default,rot_on,4.85,0.0056,-0.0294,0.0013,0.0070,-0.0297,0.0012,-0.001,0.003,-0.000,1.840,3.069,0.0038,0.0004
default,rot_on,4.90,0.0060,-0.0295,0.0013,0.0074,-0.0301,0.0012,-0.001,0.003,-0.000,1.856,3.066,0.0054,0.0002
default,rot_on,4.95,0.0062,-0.0297,0.0012,0.0069,-0.0305,0.0012,-0.001,0.003,-0.000,1.870,3.066,0.0047,0.0005
default,rot_on,5.00,0.0065,-0.0299,0.0012,0.0079,-0.0307,0.0012,-0.001,0.003,-0.000,1.888,3.069,0.0043,0.0012
default,rot_on,5.05,0.0069,-0.0301,0.0012,0.0084,-0.0310,0.0011,-0.001,0.003,-0.000,1.908,3.075,0.0054,0.0033
default,rot_on,5.10,0.0073,-0.0304,0.0012,0.0088,-0.0314,0.0011,-0.001,0.003,-0.000,1.927,3.081,0.0063,0.0044
default,rot_on,5.15,0.0076,-0.0307,0.0012,0.0089,-0.0319,0.0011,-0.001,0.003,-0.000,1.946,3.088,0.0054,0.0022
default,rot_on,5.20,0.0080,-0.0309,0.0011,0.0097,-0.0319,0.0010,-0.001,0.003,-0.000,1.965,3.094,0.0062,0.0015
default,rot_on,5.25,0.0083,-0.0312,0.0011,0.0095,-0.0322,0.0011,-0.001,0.003,-0.000,1.984,3.098,0.0062,0.0016
default,rot_on,5.30,0.0086,-0.0314,0.0011,0.0099,-0.0323,0.0010,-0.001,0.003,-0.000,2.003,3.101,0.0045,0.0019
default,rot_on,5.35,0.0090,-0.0316,0.0011,0.0106,-0.0325,0.0010,-0.001,0.003,-0.000,2.020,3.103,0.0059,0.0004
default,rot_on,5.40,0.0093,-0.0318,0.0011,0.0104,-0.0327,0.0010,-0.001,0.003,-0.000,2.040,3.104,0.0053,0.0001
default,rot_on,5.45,0.0096,-0.0320,0.0011,0.0109,-0.0327,0.0010,-0.001,0.003,-0.000,2.058,3.105,0.0070,0.0010
default,rot_on,5.50,0.0098,-0.0322,0.0011,0.0105,-0.0330,0.0010,-0.001,0.003,-0.000,2.078,3.105,0.0053,0.0021
default,rot_on,5.55,0.0100,-0.0324,0.0011,0.0108,-0.0331,0.0010,-0.001,0.003,-0.000,2.097,3.107,0.0058,0.0009
default,rot_on,5.60,0.0101,-0.0325,0.0011,0.0105,-0.0332,0.0010,-0.001,0.003,-0.000,2.117,3.109,0.0056,0.0018
default,rot_on,5.65,0.0101,-0.0327,0.0011,0.0102,-0.0335,0.0011,-0.001,0.003,-0.000,2.135,3.113,0.0059,0.0022
default,rot_on,5.70,0.0102,-0.0329,0.0011,0.0106,-0.0334,0.0011,-0.001,0.003,-0.000,2.155,3.119,0.0062,0.0036
default,rot_on,5.75,0.0102,-0.0330,0.0011,0.0101,-0.0337,0.0011,-0.001,0.003,-0.000,2.172,3.126,0.0047,0.0037
default,rot_on,5.80,0.0101,-0.0332,0.0011,0.0099,-0.0338,0.0011,-0.001,0.003,-0.000,2.192,3.132,0.0058,0.0031
default,rot_on,5.85,0.0102,-0.0333,0.0011,0.0104,-0.0336,0.0011,-0.001,0.003,-0.000,2.210,3.141,0.0044,0.0049
default,rot_on,5.90,0.0101,-0.0334,0.0011,0.0099,-0.0340,0.0011,-0.001,0.003,-0.000,2.225,3.149,0.0044,0.0023
default,rot_on,5.95,0.0100,-0.0335,0.0011,0.0093,-0.0338,0.0012,-0.001,0.003,-0.000,2.239,3.156,0.0025,0.0028
default,rot_on,6.00,0.0100,-0.0336,0.0011,0.0099,-0.0338,0.0012,-0.001,0.003,-0.000,2.250,3.161,0.0024,0.0015
default,rot_on,6.05,0.0099,-0.0336,0.0011,0.0098,-0.0337,0.0012,-0.001,0.003,-0.000,2.257,3.165,0.0009,0.0008
default,rot_on,6.10,0.0098,-0.0336,0.0012,0.0094,-0.0337,0.0012,-0.001,0.003,-0.000,2.263,3.166,0.0008,-0.0004
default,rot_on,6.15,0.0097,-0.0336,0.0012,0.0090,-0.0335,0.0013,-0.001,0.003,-0.000,2.264,3.164,-0.0015,-0.0012
default,rot_on,6.20,0.0096,-0.0336,0.0012,0.0091,-0.0333,0.0013,-0.001,0.003,-0.000,2.262,3.158,-0.0025,-0.0020
default,rot_on,6.25,0.0095,-0.0335,0.0012,0.0091,-0.0331,0.0013,-0.001,0.003,-0.000,2.260,3.150,-0.0027,-0.0029
default,rot_on,6.30,0.0092,-0.0334,0.0012,0.0082,-0.0330,0.0014,-0.001,0.003,-0.000,2.253,3.140,-0.0038,-0.0023
default,rot_on,6.35,0.0089,-0.0333,0.0013,0.0077,-0.0329,0.0014,-0.001,0.003,-0.000,2.247,3.131,-0.0046,-0.0027
default,rot_on,6.40,0.0087,-0.0331,0.0013,0.0076,-0.0325,0.0014,-0.001,0.003,-0.000,2.239,3.122,-0.0041,-0.0012
default,rot_on,6.45,0.0083,-0.0330,0.0013,0.0070,-0.0325,0.0014,-0.001,0.003,-0.000,2.229,3.114,-0.0052,-0.0011
default,rot_on,6.50,0.0080,-0.0329,0.0013,0.0064,-0.0324,0.0014,-0.001,0.003,-0.000,2.216,3.108,-0.0061,-0.0019
default,rot_on,6.55,0.0076,-0.0327,0.0014,0.0063,-0.0321,0.0014,-0.001,0.003,-0.000,2.204,3.101,-0.0065,-0.0022
default,rot_on,6.60,0.0073,-0.0326,0.0014,0.0058,-0.0319,0.0015,-0.001,0.003,-0.000,2.188,3.093,-0.0071,-0.0022
default,rot_on,6.65,0.0069,-0.0324,0.0014,0.0057,-0.0317,0.0015,-0.001,0.003,-0.000,2.174,3.086,-0.0067,-0.0032
default,rot_on,6.70,0.0066,-0.0322,0.0014,0.0054,-0.0314,0.0015,-0.001,0.003,-0.000,2.158,3.078,-0.0061,-0.0025
default,rot_on,6.75,0.0063,-0.0321,0.0014,0.0048,-0.0315,0.0015,-0.001,0.003,-0.000,2.143,3.069,-0.0071,-0.0036
default,rot_on,6.80,0.0060,-0.0319,0.0015,0.0048,-0.0311,0.0015,-0.001,0.003,-0.000,2.127,3.058,-0.0055,-0.0019
default,rot_on,6.85,0.0058,-0.0318,0.0015,0.0052,-0.0312,0.0015,-0.001,0.003,-0.000,2.114,3.049,-0.0052,-0.0030
default,rot_on,6.90,0.0057,-0.0316,0.0015,0.0052,-0.0310,0.0015,-0.001,0.003,-0.000,2.106,3.039,-0.0042,-0.0030
default,rot_on,6.95,0.0056,-0.0315,0.0015,0.0054,-0.0310,0.0015,-0.001,0.003,-0.000,2.100,3.031,-0.0015,-0.0016
default,rot_on,7.00,0.0055,-0.0315,0.0015,0.0048,-0.0313,0.0015,-0.001,0.003,-0.000,2.097,3.025,-0.0014,-0.0005
default,rot_on,7.05,0.0054,-0.0314,0.0015,0.0051,-0.0314,0.0015,-0.001,0.003,-0.000,2.096,3.023,-0.0014,0.0016
default,rot_on,7.10,0.0053,-0.0315,0.0015,0.0051,-0.0317,0.0015,-0.001,0.003,-0.000,2.097,3.025,0.0004,0.0019
default,rot_on,7.15,0.0053,-0.0316,0.0015,0.0052,-0.0318,0.0014,-0.001,0.003,-0.000,2.101,3.029,0.0011,0.0036
default,rot_on,7.20,0.0054,-0.0316,0.0015,0.0061,-0.0319,0.0014,-0.001,0.003,-0.000,2.109,3.036,0.0026,0.0032
default,rot_on,7.25,0.0057,-0.0316,0.0014,0.0067,-0.0317,0.0014,-0.001,0.003,-0.000,2.118,3.043,0.0030,0.0041
default,rot_on,7.30,0.0060,-0.0317,0.0014,0.0070,-0.0318,0.0014,-0.001,0.003,-0.000,2.129,3.049,0.0032,0.0030
default,rot_on,7.35,0.0063,-0.0317,0.0014,0.0078,-0.0318,0.0014,-0.001,0.003,-0.000,2.139,3.055,0.0027,0.0016
default,rot_on,7.40,0.0067,-0.0317,0.0014,0.0080,-0.0318,0.0014,-0.001,0.003,-0.000,2.150,3.061,0.0025,0.0023
default,rot_on,7.45,0.0071,-0.0317,0.0014,0.0086,-0.0319,0.0013,-0.001,0.003,-0.000,2.157,3.067,0.0019,0.0025
default,rot_on,7.50,0.0074,-0.0318,0.0014,0.0087,-0.0321,0.0013,-0.001,0.003,-0.000,2.165,3.071,0.0018,0.0015
default,rot_on,7.55,0.0076,-0.0319,0.0014,0.0084,-0.0322,0.0013,-0.001,0.003,-0.000,2.171,3.076,-0.0002,0.0015
default,rot_on,7.60,0.0078,-0.0320,0.0014,0.0085,-0.0324,0.0013,-0.001,0.003,-0.000,2.177,3.078,0.0005,0.0013
default,rot_on,7.65,0.0079,-0.0321,0.0013,0.0082,-0.0327,0.0013,-0.001,0.003,-0.000,2.180,3.080,-0.0008,0.0007
default,rot_on,7.70,0.0079,-0.0323,0.0013,0.0079,-0.0330,0.0013,-0.001,0.003,-0.000,2.181,3.081,-0.0019,-0.0006
default,rot_on,7.75,0.0079,-0.0325,0.0013,0.0078,-0.0330,0.0013,-0.001,0.003,-0.000,2.181,3.080,-0.0009,0.0002
default,rot_on,7.80,0.0077,-0.0326,0.0013,0.0071,-0.0334,0.0013,-0.001,0.003,-0.000,2.180,3.077,-0.0021,0.0001
default,rot_on,7.85,0.0075,-0.0328,0.0013,0.0065,-0.0335,0.0013,-0.001,0.003,-0.000,2.176,3.076,-0.0029,-0.0002
default,rot_on,7.90,0.0072,-0.0329,0.0013,0.0062,-0.0334,0.0013,-0.001,0.003,-0.000,2.171,3.075,-0.0037,0.0006
default,rot_on,7.95,0.0070,-0.0331,0.0013,0.0060,-0.0335,0.0013,-0.001,0.003,-0.000,2.165,3.075,-0.0045,0.0006
default,rot_on,8.00,0.0068,-0.0331,0.0013,0.0062,-0.0333,0.0013,-0.001,0.003,-0.000,2.159,3.074,-0.0043,0.0024
default,rot_on,8.05,0.0066,-0.0332,0.0013,0.0059,-0.0335,0.0013,-0.001,0.003,-0.000,2.152,3.077,-0.0033,0.0016
default,rot_on,8.10,0.0065,-0.0332,0.0013,0.0061,-0.0333,0.0013,-0.001,0.003,-0.000,2.146,3.080,-0.0028,0.0025
default,rot_on,8.15,0.0064,-0.0332,0.0013,0.0061,-0.0334,0.0013,-0.001,0.003,-0.000,2.141,3.084,-0.0027,0.0013
default,rot_on,8.20,0.0063,-0.0332,0.0013,0.0059,-0.0332,0.0013,-0.001,0.003,-0.000,2.138,3.088,-0.0013,0.0034
default,rot_on,8.25,0.0063,-0.0333,0.0013,0.0060,-0.0334,0.0013,-0.001,0.003,-0.000,2.136,3.093,-0.0014,0.0024
default,rot_on,8.30,0.0062,-0.0332,0.0013,0.0061,-0.0332,0.0013,-0.001,0.003,-0.000,2.137,3.099,-0.0013,0.0029
default,rot_on,8.35,0.0063,-0.0332,0.0013,0.0063,-0.0332,0.0014,-0.001,0.003,-0.000,2.139,3.105,0.0007,0.0023
default,rot_on,8.40,0.0063,-0.0332,0.0013,0.0065,-0.0331,0.0014,-0.001,0.003,-0.000,2.143,3.109,0.0014,0.0024
default,rot_on,8.45,0.0064,-0.0332,0.0013,0.0066,-0.0331,0.0014,-0.001,0.003,-0.000,2.150,3.113,0.0017,0.0019
default,rot_on,8.50,0.0066,-0.0332,0.0013,0.0073,-0.0330,0.0014,-0.001,0.003,-0.000,2.161,3.116,0.0036,0.0013
default,rot_on,8.55,0.0067,-0.0331,0.0014,0.0071,-0.0330,0.0014,-0.001,0.003,-0.000,2.171,3.118,0.0034,0.0012
default,rot_on,8.60,0.0068,-0.0331,0.0014,0.0072,-0.0330,0.0014,-0.001,0.003,-0.000,2.184,3.121,0.0023,0.0017
default,rot_on,8.65,0.0069,-0.0331,0.0014,0.0073,-0.0330,0.0014,-0.001,0.003,-0.000,2.196,3.120,0.0033,0.0004
default,rot_on,8.70,0.0069,-0.0331,0.0014,0.0071,-0.0329,0.0014,-0.001,0.003,-0.000,2.207,3.118,0.0020,0.0001
default,rot_on,8.75,0.0069,-0.0330,0.0014,0.0068,-0.0329,0.0014,-0.001,0.003,-0.000,2.218,3.114,0.0029,-0.0015
default,rot_on,8.80,0.0069,-0.0330,0.0014,0.0067,-0.0328,0.0014,-0.001,0.003,-0.000,2.229,3.108,0.0020,-0.0031
default,rot_on,8.85,0.0069,-0.0329,0.0014,0.0072,-0.0323,0.0014,-0.001,0.003,-0.000,2.238,3.097,0.0029,-0.0028
default,rot_on,8.90,0.0068,-0.0328,0.0014,0.0063,-0.0325,0.0015,-0.001,0.003,-0.000,2.250,3.083,0.0033,-0.0063
default,rot_on,8.95,0.0067,-0.0326,0.0014,0.0065,-0.0318,0.0015,-0.001,0.003,-0.000,2.260,3.068,0.0035,-0.0061
default,rot_on,9.00,0.0066,-0.0324,0.0015,0.0058,-0.0317,0.0015,-0.001,0.003,-0.000,2.272,3.045,0.0040,-0.0093
default,rot_on,9.05,0.0064,-0.0321,0.0015,0.0058,-0.0310,0.0016,-0.001,0.003,-0.000,2.287,3.020,0.0045,-0.0090
default,rot_on,9.10,0.0063,-0.0319,0.0015,0.0056,-0.0308,0.0016,-0.001,0.003,-0.000,2.303,2.991,0.0065,-0.0107
default,rot_on,9.15,0.0061,-0.0315,0.0015,0.0054,-0.0302,0.0016,-0.001,0.003,-0.000,2.323,2.963,0.0073,-0.0098
default,rot_on,9.20,0.0058,-0.0312,0.0016,0.0047,-0.0300,0.0017,-0.001,0.003,-0.000,2.348,2.931,0.0086,-0.0110
default,rot_on,9.25,0.0056,-0.0309,0.0016,0.0046,-0.0295,0.0017,-0.001,0.003,-0.000,2.372,2.899,0.0102,-0.0125
default,rot_on,9.30,0.0053,-0.0305,0.0016,0.0041,-0.0291,0.0018,-0.001,0.003,-0.000,2.403,2.861,0.0094,-0.0134
default,rot_on,9.35,0.0050,-0.0302,0.0016,0.0040,-0.0287,0.0018,-0.001,0.003,-0.000,2.433,2.824,0.0111,-0.0147
default,rot_on,9.40,0.0048,-0.0297,0.0017,0.0040,-0.0280,0.0018,-0.000,0.003,-0.000,2.467,2.781,0.0122,-0.0145
default,rot_on,9.45,0.0048,-0.0292,0.0017,0.0049,-0.0270,0.0018,-0.000,0.003,-0.000,2.499,2.742,0.0114,-0.0142
default,rot_on,9.50,0.0051,-0.0285,0.0017,0.0060,-0.0258,0.0019,-0.001,0.003,-0.000,2.532,2.701,0.0102,-0.0123
default,rot_on,9.55,0.0055,-0.0278,0.0018,0.0074,-0.0248,0.0019,-0.001,0.003,-0.000,2.562,2.667,0.0098,-0.0112
default,rot_on,9.60,0.0063,-0.0270,0.0018,0.0092,-0.0236,0.0019,-0.001,0.003,-0.000,2.590,2.633,0.0090,-0.0108
default,rot_on,9.65,0.0072,-0.0261,0.0018,0.0110,-0.0225,0.0019,-0.001,0.003,-0.000,2.613,2.605,0.0065,-0.0085
default,rot_on,9.70,0.0085,-0.0251,0.0018,0.0136,-0.0213,0.0018,-0.001,0.003,-0.000,2.633,2.581,0.0046,-0.0065
default,rot_on,9.75,0.0098,-0.0242,0.0018,0.0150,-0.0206,0.0019,-0.001,0.002,-0.000,2.646,2.565,0.0018,-0.0026
default,rot_on,9.80,0.0112,-0.0233,0.0018,0.0170,-0.0199,0.0018,-0.001,0.002,-0.000,2.653,2.556,-0.0005,-0.0013
default,rot_on,9.85,0.0128,-0.0225,0.0018,0.0191,-0.0191,0.0018,-0.001,0.002,-0.000,2.651,2.553,-0.0021,-0.0004
default,rot_on,9.90,0.0145,-0.0217,0.0018,0.0215,-0.0183,0.0018,-0.001,0.002,-0.000,2.641,2.552,-0.0056,0.0017
default,rot_on,9.95,0.0164,-0.0208,0.0018,0.0238,-0.0175,0.0017,-0.002,0.002,-0.000,2.625,2.557,-0.0086,0.0033
default,rot_on,10.00,0.0182,-0.0200,0.0018,0.0255,-0.0169,0.0016,-0.002,0.002,-0.000,2.601,2.566,-0.0105,0.0037
default,rot_on,10.05,0.0201,-0.0193,0.0017,0.0275,-0.0163,0.0016,-0.002,0.002,-0.000,2.574,2.574,-0.0122,0.0039
default,rot_on,10.10,0.0219,-0.0186,0.0017,0.0291,-0.0159,0.0016,-0.002,0.002,-0.000,2.543,2.585,-0.0117,0.0054
default,rot_on,10.15,0.0236,-0.0180,0.0017,0.0302,-0.0158,0.0016,-0.002,0.002,-0.000,2.514,2.598,-0.0113,0.0046
default,rot_on,10.20,0.0252,-0.0175,0.0016,0.0316,-0.0155,0.0016,-0.003,0.002,-0.000,2.481,2.613,-0.0116,0.0050
default,rot_on,10.25,0.0267,-0.0171,0.0016,0.0329,-0.0155,0.0015,-0.003,0.002,-0.000,2.455,2.628,-0.0089,0.0043
default,rot_on,10.30,0.0281,-0.0168,0.0016,0.0336,-0.0154,0.0015,-0.003,0.002,-0.000,2.427,2.643,-0.0097,0.0060
default,rot_on,10.35,0.0294,-0.0165,0.0016,0.0344,-0.0156,0.0015,-0.003,0.002,-0.000,2.404,2.659,-0.0088,0.0065
default,rot_on,10.40,0.0303,-0.0164,0.0016,0.0343,-0.0160,0.0015,-0.003,0.002,-0.000,2.383,2.675,-0.0083,0.0068
